residual sugar,chlorides,quality
9.2,0.027,good
1.2,0.051,good
12.9,0.044,bad
8,0.028,good
12.9,0.044,bad
1.6,0.087,bad
12,0.03,bad
2.5,0.04,bad
9.2,0.027,good
4.4,0.027,good
8.8,0.027,bad
9.6,0.037,good
8,0.028,good
18.8,0.085,bad
1.3,0.053,bad
1.2,0.051,good
12.9,0.044,bad
1.2,0.036,bad
1.6,0.087,bad
1.5,0.076,bad
18.15,0.05,bad
13.1,0.05,bad
13.1,0.05,bad
13.1,0.05,bad
13.1,0.05,bad
1,0.037,bad
1.6,0.041,bad
11.8,0.088,bad
1.4,0.039,bad
1,0.02,bad
13.1,0.05,bad
10.6,0.045,bad
10.4,0.049,bad
1.1,0.028,bad
7.4,0.036,bad
1.2,0.041,bad
3.4,0.053,bad
18.15,0.05,bad
8,0.038,bad
2.5,0.024,good
2,0.068,bad
2,0.069,bad
6.9,0.036,good
1.2,0.051,bad
9.4,0.028,bad
2.9,0.03,good
6.9,0.036,good
5.4,0.028,good
1.3,0.044,bad
20.8,0.035,bad
10.3,0.041,bad
1.3,0.044,bad
1.6,0.029,bad
13.1,0.042,bad
1.8,0.16,bad
8,0.026,bad
1.6,0.167,bad
1.4,0.034,bad
14.7,0.051,good
14.7,0.051,good
14.7,0.051,good
14.7,0.051,good
14.7,0.051,good
14.7,0.051,good
14.7,0.051,good
1.8,0.04,bad
10.6,0.07,bad
12.5,0.055,bad
6.8,0.051,bad
14.7,0.051,good
2.9,0.039,bad
1.4,0.04,bad
1.4,0.042,bad
2.1,0.026,good
7.4,0.015,bad
2.9,0.039,bad
1.4,0.04,bad
1.4,0.042,bad
7.4,0.015,bad
5,0.016,bad
2.5,0.028,good
6.1,0.025,bad
2.7,0.017,bad
2.1,0.026,good
12.9,0.033,bad
12.9,0.033,bad
12.9,0.033,bad
13.7,0.035,bad
12.9,0.033,bad
2.4,0.014,bad
9.8,0.042,bad
13.7,0.035,bad
1.3,0.009,bad
12.1,0.04,bad
6.1,0.018,bad
7.7,0.04,bad
6.1,0.018,bad
1.4,0.022,good
7.7,0.022,good
12.1,0.04,bad
6.8,0.02,bad
9.2,0.018,bad
8.3,0.05,bad
17.4,0.064,bad
2.7,0.027,good
12.8,0.037,bad
8.2,0.043,bad
8.1,0.044,bad
8.2,0.047,bad
8.3,0.05,bad
8,0.051,bad
11.8,0.043,bad
12,0.049,bad
1.7,0.046,bad
17.4,0.064,bad
13.9,0.056,bad
10.7,0.098,bad
2,0.057,bad
2.2,0.042,bad
1.3,0.036,bad
1.1,0.033,bad
2,0.057,bad
6.4,0.042,bad
1.3,0.036,bad
1.1,0.033,bad
10.7,0.098,bad
6.4,0.041,bad
6.3,0.042,bad
6.4,0.042,bad
15.1,0.06,bad
2,0.052,bad
2,0.057,bad
2.2,0.042,bad
12.1,0.049,bad
8.8,0.042,good
8.8,0.045,bad
5.1,0.036,bad
6.8,0.034,bad
6.8,0.034,bad
3.7,0.039,bad
12.2,0.042,bad
5.7,0.033,bad
8.1,0.052,bad
2.5,0.042,good
4,0.034,bad
6.8,0.034,bad
1,0.053,bad
5.1,0.036,bad
5.8,0.035,good
10.6,0.034,good
3.5,0.086,bad
3.5,0.086,bad
16.4,0.058,bad
4.8,0.052,bad
3.3,0.052,bad
1.2,0.05,bad
1.2,0.05,bad
4.8,0.052,bad
3.3,0.052,bad
2.5,0.028,bad
8.7,0.036,bad
1.6,0.032,bad
4,0.028,good
2.5,0.028,bad
16.2,0.055,bad
9,0.023,bad
16.2,0.055,bad
1.4,0.194,bad
7,0.047,bad
9,0.023,bad
3.1,0.03,good
1.5,0.037,bad
4.6,0.031,good
4.8,0.03,bad
4.6,0.032,bad
1.5,0.037,bad
2.7,0.049,bad
6.3,0.039,bad
7.2,0.048,bad
7.2,0.048,bad
12.4,0.054,bad
6.6,0.045,bad
6.6,0.045,bad
4,0.038,good
4.8,0.04,bad
1.3,0.048,bad
7.2,0.048,bad
11.1,0.056,bad
12.4,0.054,bad
9.8,0.055,bad
6.6,0.045,bad
13.3,0.054,bad
11.7,0.094,bad
8,0.062,bad
1.6,0.057,good
16.55,0.059,bad
1.5,0.053,bad
10.2,0.069,bad
6.6,0.054,bad
17.8,0.047,bad
17.8,0.047,bad
1.5,0.049,bad
7.4,0.045,bad
17.8,0.047,bad
2,0.029,bad
7.4,0.045,bad
2,0.029,bad
17.8,0.047,bad
12.1,0.046,bad
8.2,0.043,bad
1.5,0.049,bad
8.7,0.036,bad
3.5,0.044,bad
6.4,0.031,bad
2.1,0.021,bad
7.7,0.038,bad
12.3,0.035,bad
1.3,0.035,good
8.7,0.036,bad
3.5,0.044,bad
1.1,0.013,bad
2.8,0.144,bad
3.5,0.071,bad
1.9,0.036,good
3.8,0.036,good
3.8,0.036,good
2.4,0.038,good
4.8,0.037,good
4.8,0.037,good
6.2,0.04,bad
1.3,0.149,bad
3.8,0.036,good
1.5,0.054,bad
4.8,0.037,good
1.9,0.036,good
6.2,0.04,bad
7.9,0.056,bad
1.6,0.037,good
1.4,0.035,bad
2.6,0.05,bad
14.8,0.057,bad
2.4,0.038,good
0.9,0.045,bad
0.9,0.045,bad
1.2,0.031,bad
9.9,0.056,bad
3.9,0.046,bad
15.6,0.063,bad
15.6,0.063,bad
1.5,0.03,bad
1.6,0.036,bad
7.8,0.05,good
5.6,0.039,bad
1.3,0.04,bad
16.7,0.046,bad
7.95,0.042,bad
6.7,0.185,bad
1.1,0.04,bad
6.3,0.048,bad
8.9,0.053,bad
1,0.068,bad
1.5,0.053,bad
6.6,0.046,bad
6.2,0.048,bad
6.3,0.048,bad
2.1,0.042,bad
2.2,0.042,good
5.4,0.045,bad
8.9,0.053,bad
1,0.068,bad
17.9,0.066,bad
2.6,0.043,bad
1.3,0.038,good
17.9,0.066,bad
2.6,0.043,bad
2.3,0.05,bad
4.3,0.026,bad
7.1,0.048,bad
7.1,0.048,bad
11.9,0.04,bad
11.7,0.084,bad
5.8,0.032,good
3.8,0.044,good
12.4,0.056,bad
6.5,0.05,bad
7.1,0.048,bad
7.6,0.049,bad
7.9,0.049,bad
2.8,0.034,bad
10.6,0.035,good
2.8,0.034,bad
1.5,0.175,bad
7.6,0.049,bad
7.9,0.049,bad
1.7,0.033,good
7.6,0.025,good
7.5,0.03,bad
1.7,0.04,good
1.7,0.034,bad
12.1,0.035,bad
4.5,0.036,good
1.7,0.033,good
8,0.043,bad
7.6,0.025,good
8.6,0.044,bad
8.6,0.044,bad
14.6,0.048,bad
1.6,0.048,bad
8.6,0.044,bad
14.6,0.048,bad
1.1,0.06,bad
3.7,0.041,good
8.9,0.048,good
8.9,0.048,good
4.7,0.038,bad
8.9,0.048,good
3.1,0.041,good
5.8,0.053,bad
5.8,0.053,bad
5.8,0.053,bad
1,0.062,bad
15.8,0.052,bad
1.5,0.047,bad
5.2,0.042,good
1.5,0.047,bad
2.5,0.037,bad
1,0.062,bad
15.8,0.052,bad
5.9,0.054,bad
3.1,0.044,bad
3.1,0.041,good
5.8,0.053,bad
11.5,0.051,bad
18,0.054,bad
4.8,0.054,bad
8.5,0.055,bad
1.6,0.037,bad
18,0.054,bad
4.8,0.054,bad
5.9,0.056,bad
1.1,0.062,bad
8.5,0.055,bad
13.1,0.033,bad
4.1,0.046,bad
2.9,0.029,bad
13.1,0.033,bad
1.1,0.052,bad
1.5,0.029,bad
7.75,0.031,bad
1.15,0.023,bad
1,0.06,bad
17.8,0.034,bad
5.7,0.021,bad
17.8,0.034,bad
7.4,0.032,bad
1.4,0.041,bad
1.4,0.044,bad
1,0.06,bad
4.4,0.033,bad
1.6,0.052,bad
7.9,0.053,bad
15.5,0.05,good
15.5,0.05,good
15.5,0.05,good
15.5,0.05,good
17.55,0.05,good
13.5,0.038,bad
13.5,0.038,bad
1.3,0.034,bad
15.5,0.05,good
11.6,0.028,bad
7.9,0.053,bad
15.5,0.05,good
17.55,0.05,good
11.6,0.028,bad
13.15,0.032,bad
1.9,0.036,bad
13.5,0.038,bad
1.3,0.034,bad
6.1,0.048,bad
6.1,0.048,bad
1.9,0.036,bad
1.9,0.09,bad
1.6,0.032,bad
11.3,0.029,good
8.4,0.057,bad
8.3,0.062,bad
8.4,0.057,bad
12.2,0.049,bad
8,0.048,bad
1.3,0.048,bad
12.7,0.043,good
1.3,0.054,bad
10.5,0.06,bad
12.5,0.049,bad
9.6,0.05,bad
1.5,0.044,bad
1.5,0.044,bad
7.8,0.052,bad
10.8,0.05,bad
12.5,0.049,bad
8.6,0.046,bad
1.2,0.052,bad
14.5,0.048,good
3.7,0.048,bad
1.1,0.058,bad
1.1,0.059,bad
3.8,0.047,bad
4.6,0.098,bad
10.2,0.07,bad
7.9,0.057,bad
2.4,0.059,bad
10.7,0.11,bad
4.9,0.03,good
10.7,0.11,bad
1.1,0.054,bad
7.9,0.057,bad
5.6,0.046,bad
2.4,0.059,bad
14.2,0.037,bad
9.5,0.057,bad
9.5,0.057,bad
4.1,0.03,good
4.7,0.035,good
1.4,0.039,good
0.9,0.041,bad
20.3,0.037,bad
3.5,0.035,bad
2.7,0.043,bad
1.2,0.053,bad
1.2,0.04,bad
2,0.041,bad
1.1,0.041,bad
1.5,0.046,bad
1.2,0.041,bad
18.1,0.069,bad
18.1,0.069,bad
3.6,0.046,good
3.5,0.046,good
12.1,0.049,bad
17.45,0.054,bad
12.1,0.059,bad
3,0.095,bad
1.6,0.052,good
5.7,0.048,bad
5.6,0.047,bad
6.8,0.059,bad
15.6,0.054,bad
6,0.02,good
1.8,0.032,bad
8.6,0.048,bad
8.6,0.048,bad
11.5,0.04,bad
7.8,0.038,bad
2.4,0.046,bad
5,0.035,bad
8.6,0.048,bad
1.5,0.041,bad
5.4,0.054,good
11.9,0.052,bad
11.9,0.052,bad
9,0.051,bad
10,0.055,bad
11.9,0.052,bad
11.9,0.052,bad
15.5,0.064,good
5.4,0.054,good
15,0.055,bad
1.4,0.038,good
9.4,0.046,bad
3.7,0.032,bad
15,0.055,bad
1.4,0.049,bad
6.5,0.048,bad
1.4,0.049,bad
6.3,0.047,bad
13.7,0.056,good
13.7,0.056,good
13.7,0.056,good
13.7,0.056,good
13.7,0.056,good
13.7,0.056,good
1.5,0.061,bad
1.6,0.063,bad
1.4,0.05,good
3.5,0.044,good
1,0.04,good
1.4,0.039,bad
1.5,0.035,good
13.7,0.056,good
1.6,0.04,bad
5.2,0.06,bad
1.4,0.174,bad
11.9,0.05,bad
2.4,0.048,good
3.2,0.049,bad
1.7,0.037,bad
4.2,0.038,good
15.4,0.052,bad
13,0.053,bad
5.6,0.039,bad
9.7,0.055,bad
2.5,0.041,good
4,0.04,good
15.4,0.052,bad
1.2,0.043,bad
2,0.037,bad
1.2,0.048,bad
5.1,0.097,bad
1.4,0.04,bad
1.2,0.05,bad
6.5,0.044,bad
1.3,0.045,bad
6.5,0.044,bad
2.7,0.04,good
1.3,0.036,bad
7.4,0.053,bad
12.9,0.049,bad
1.3,0.045,bad
1.2,0.044,bad
2.6,0.033,bad
2.3,0.044,bad
1.3,0.054,bad
10.5,0.044,bad
2.6,0.033,bad
14.4,0.05,bad
1.2,0.036,good
3.1,0.023,bad
1.7,0.024,bad
6,0.05,bad
11.8,0.041,bad
6.2,0.052,bad
1.4,0.142,bad
12.1,0.056,bad
12.1,0.056,bad
12.1,0.056,bad
3.9,0.06,bad
4.6,0.041,bad
12.1,0.056,bad
1.2,0.046,bad
8.1,0.038,bad
3.9,0.06,bad
1.1,0.029,bad
6.5,0.029,good
10.1,0.056,bad
10.7,0.056,good
3.2,0.047,good
12.4,0.048,bad
5.2,0.046,bad
5,0.045,bad
2.5,0.066,bad
9.2,0.036,bad
6.9,0.052,bad
2,0.05,bad
15,0.04,bad
15,0.04,bad
1.2,0.03,bad
15,0.04,bad
1.8,0.041,good
10.8,0.042,bad
3.9,0.034,bad
4.2,0.037,good
2,0.019,bad
13.5,0.038,bad
13.3,0.037,bad
2.2,0.023,bad
1.4,0.145,bad
1.6,0.04,bad
2.2,0.044,bad
14.8,0.053,bad
1.8,0.047,bad
14.8,0.053,bad
1.3,0.036,bad
9.9,0.058,bad
5.1,0.051,bad
5.1,0.051,bad
1.5,0.033,bad
1.5,0.034,bad
11.1,0.036,bad
5.25,0.038,bad
2.3,0.042,good
7.9,0.036,bad
8,0.036,bad
1.4,0.042,bad
5.25,0.038,bad
2.3,0.042,good
2.3,0.044,good
3.5,0.04,bad
13.7,0.045,bad
9.9,0.041,bad
15.4,0.043,bad
16,0.044,bad
16,0.044,bad
16,0.044,bad
16,0.044,bad
2.4,0.027,good
5.5,0.054,bad
2.3,0.04,bad
16.8,0.04,bad
16,0.044,bad
17.8,0.059,bad
17.8,0.059,bad
6.8,0.049,bad
6.8,0.049,bad
6.8,0.049,bad
6.8,0.049,bad
1.6,0.046,bad
4.7,0.03,bad
11.8,0.048,bad
17.8,0.059,bad
15.7,0.045,bad
5.8,0.041,bad
15.7,0.045,bad
9,0.046,bad
15.7,0.045,bad
5.8,0.041,bad
8.8,0.037,bad
10.2,0.038,bad
6.6,0.208,bad
6.5,0.209,bad
8.9,0.105,bad
11.1,0.034,bad
4.2,0.043,bad
1.6,0.044,bad
7.4,0.044,bad
11.5,0.05,bad
1.6,0.039,good
2,0.036,bad
4.8,0.038,bad
9.8,0.054,bad
1.9,0.046,bad
4.2,0.043,bad
1.6,0.04,bad
7.3,0.035,good
5.4,0.035,good
10.4,0.086,bad
1.9,0.038,good
7.3,0.035,good
5.4,0.035,good
7.7,0.056,bad
11.5,0.036,bad
1.2,0.042,good
2.2,0.037,bad
1,0.043,bad
8.2,0.054,bad
8.3,0.052,bad
8.2,0.054,bad
9.3,0.043,bad
8.1,0.054,bad
8.2,0.054,bad
8.3,0.052,bad
13.9,0.057,good
13.9,0.057,good
13.9,0.057,good
13.9,0.057,good
13.9,0.057,good
13.9,0.057,good
13.9,0.057,good
2,0.044,good
13.9,0.057,good
15.7,0.054,bad
1.2,0.052,bad
1.5,0.024,bad
1.2,0.176,bad
3.2,0.034,bad
1.2,0.176,bad
2.6,0.034,good
13.2,0.042,bad
10.4,0.108,bad
5.7,0.015,bad
2.5,0.039,bad
1.6,0.054,bad
1.4,0.064,bad
7.4,0.049,bad
2.5,0.039,bad
5.6,0.046,bad
3.6,0.04,bad
7.5,0.05,bad
5.8,0.062,bad
1.6,0.054,bad
1.5,0.039,bad
2.9,0.039,bad
11.2,0.048,bad
9.65,0.041,bad
10.1,0.063,bad
3.2,0.035,bad
11.2,0.048,bad
11.45,0.041,bad
9.65,0.041,bad
4.5,0.096,bad
2.7,0.053,bad
3.5,0.038,bad
1.7,0.043,bad
2.1,0.051,bad
4.8,0.041,bad
5,0.042,bad
2.6,0.035,bad
6.6,0.041,bad
5,0.042,bad
7.3,0.05,bad
5,0.058,bad
1.7,0.041,bad
2.6,0.035,bad
8.2,0.05,bad
8.2,0.05,bad
5,0.043,bad
1.2,0.039,bad
7.1,0.036,bad
9.5,0.04,bad
15.8,0.057,bad
15.5,0.048,bad
15.8,0.057,bad
17.05,0.047,bad
12.7,0.046,bad
12.3,0.051,bad
11.8,0.053,bad
11.8,0.053,bad
11.8,0.053,bad
12.3,0.051,bad
11.8,0.053,bad
13.6,0.041,bad
5.2,0.043,bad
6.2,0.066,bad
7.9,0.044,bad
7.9,0.044,bad
3.3,0.037,good
2.8,0.046,bad
7.9,0.044,bad
3.3,0.037,good
6.3,0.069,bad
4.9,0.039,good
10.4,0.041,good
4.9,0.039,good
10.4,0.041,good
16,0.061,bad
6.3,0.069,bad
2.2,0.04,bad
17.3,0.047,bad
17.3,0.047,bad
17.3,0.047,bad
17.3,0.047,bad
2.2,0.04,bad
2.2,0.04,bad
17.3,0.047,bad
6.6,0.045,bad
6.5,0.047,bad
12.3,0.044,bad
5,0.038,bad
2.8,0.042,bad
13.6,0.051,bad
2.8,0.043,bad
5.4,0.03,bad
10.9,0.06,bad
1.7,0.045,bad
9.15,0.051,bad
4.5,0.051,bad
9.15,0.051,bad
1.4,0.046,bad
5.9,0.048,bad
16.4,0.051,bad
1.2,0.033,bad
16.4,0.051,bad
5.9,0.048,bad
7.8,0.031,bad
7.8,0.031,bad
2.8,0.024,bad
2.9,0.035,bad
2.5,0.045,bad
12.8,0.039,bad
12.2,0.04,bad
7.7,0.049,bad
2.8,0.048,bad
2.9,0.035,bad
17.3,0.051,bad
19.3,0.051,bad
19.3,0.051,bad
19.3,0.051,bad
2.7,0.045,good
6.4,0.041,bad
17.3,0.051,bad
2.4,0.044,bad
2.8,0.038,bad
1.7,0.031,bad
15.4,0.053,bad
15.4,0.053,bad
4.1,0.051,bad
6.6,0.054,bad
1.2,0.051,bad
2.1,0.042,bad
1,0.042,bad
1.1,0.039,bad
1.4,0.039,bad
1.6,0.271,bad
9.8,0.049,bad
1.9,0.036,bad
1.3,0.034,bad
7.9,0.05,bad
7.9,0.05,bad
4.5,0.053,bad
22.6,0.12,bad
7.9,0.05,bad
3.5,0.037,bad
1.2,0.058,bad
4.5,0.053,bad
2,0.033,bad
7.8,0.05,bad
0.9,0.045,bad
2.9,0.03,bad
2.9,0.03,bad
3.5,0.033,bad
4.2,0.038,bad
9.7,0.032,bad
10.5,0.043,bad
1.1,0.046,bad
16.1,0.053,bad
1.1,0.046,bad
8.1,0.212,bad
6.2,0.052,bad
7.7,0.053,bad
2.4,0.053,bad
16.3,0.055,bad
2.3,0.05,bad
8.4,0.041,good
8.5,0.051,bad
6,0.051,bad
1.1,0.044,bad
1.75,0.036,bad
2.6,0.034,bad
1.3,0.061,bad
2.1,0.047,bad
1.1,0.034,bad
1.1,0.034,bad
2.8,0.044,bad
9,0.051,bad
2.8,0.039,bad
2.2,0.036,bad
5.1,0.049,bad
3.5,0.049,bad
12.7,0.058,bad
7.5,0.052,bad
2,0.048,bad
3.5,0.049,bad
14.3,0.048,bad
9.8,0.049,bad
12.7,0.058,bad
12.7,0.058,bad
5.1,0.049,bad
3.5,0.068,bad
12.7,0.047,bad
12.9,0.049,bad
12.9,0.049,bad
1.3,0.056,bad
10.5,0.049,bad
1.5,0.04,bad
12.7,0.047,bad
12.9,0.049,bad
1.2,0.049,bad
6.2,0.032,bad
8.8,0.026,bad
3.9,0.026,bad
1.3,0.025,bad
9.1,0.037,bad
9.1,0.037,bad
3.9,0.026,bad
1.8,0.021,bad
2.1,0.033,bad
1.4,0.022,bad
14.7,0.047,bad
9.1,0.037,bad
1.9,0.047,bad
1.8,0.048,bad
9.6,0.027,bad
3.9,0.026,bad
1.3,0.025,bad
11.8,0.094,bad
1.9,0.028,bad
12,0.042,bad
7.9,0.033,bad
9.3,0.04,good
4.6,0.022,bad
2.2,0.035,bad
10.2,0.028,good
10.6,0.03,good
1.4,0.036,good
9.1,0.039,bad
11.1,0.03,bad
9.1,0.039,bad
4.4,0.055,bad
2.8,0.05,bad
1.1,0.029,bad
1.3,0.027,good
1.2,0.024,good
3.3,0.026,bad
9.7,0.03,good
2.3,0.034,good
1.1,0.036,bad
11.4,0.05,bad
1.2,0.042,good
14.7,0.045,bad
13.8,0.047,bad
1.3,0.038,bad
6.3,0.048,bad
7.9,0.05,bad
2,0.042,bad
11.8,0.03,bad
1.2,0.029,bad
10,0.035,bad
5.2,0.05,bad
1.2,0.029,bad
7.2,0.041,bad
9.9,0.042,bad
5.3,0.036,bad
13.55,0.053,bad
2.2,0.035,bad
9.9,0.037,bad
4.3,0.069,bad
13,0.033,bad
13.55,0.053,bad
1,0.027,good
1.1,0.043,bad
6.9,0.03,bad
13.4,0.044,bad
4.6,0.032,bad
9.9,0.037,bad
3,0.036,bad
5.8,0.04,bad
12.9,0.033,bad
3.2,0.032,good
0.8,0.032,bad
2.5,0.03,bad
2.4,0.034,bad
7.2,0.041,bad
7.3,0.04,bad
6.3,0.094,bad
4.25,0.032,good
1.2,0.039,bad
2,0.036,good
4.25,0.032,good
4.7,0.06,bad
4.5,0.038,bad
1.4,0.047,good
4.1,0.036,good
5.3,0.038,bad
4.2,0.032,bad
6.65,0.034,bad
8.2,0.034,bad
2.6,0.041,bad
2.6,0.041,bad
2,0.041,good
12.2,0.041,good
2.3,0.041,good
8.2,0.034,bad
5,0.043,bad
10.7,0.038,bad
10.8,0.033,bad
1.7,0.048,bad
1.3,0.036,bad
1.7,0.048,bad
12.7,0.049,bad
1.3,0.036,bad
1.2,0.035,bad
1.3,0.03,good
5.7,0.043,bad
3.4,0.035,bad
1.1,0.034,good
1,0.037,good
1,0.042,good
1.65,0.117,bad
6.8,0.042,bad
6.8,0.042,bad
4.9,0.033,good
1.4,0.051,bad
2.5,0.035,good
10.8,0.048,good
10.8,0.048,good
10.8,0.048,good
10.8,0.048,good
2.8,0.036,bad
1.3,0.04,bad
2,0.027,bad
1.1,0.048,bad
8.2,0.028,bad
6,0.036,good
6.1,0.034,good
8.2,0.028,bad
8.8,0.057,bad
6.1,0.034,good
6,0.036,good
1.2,0.049,bad
11.4,0.035,bad
1.3,0.036,bad
1.3,0.036,bad
6.2,0.028,good
3.2,0.034,good
4.5,0.04,bad
9.9,0.045,bad
6.2,0.028,good
11.4,0.035,bad
1.3,0.036,bad
1.3,0.058,bad
0.9,0.025,bad
0.7,0.027,bad
1,0.041,bad
1,0.036,bad
10.4,0.062,bad
1.3,0.058,bad
12.5,0.035,bad
12.5,0.035,bad
12.5,0.035,bad
12.5,0.035,bad
19.25,0.043,good
1.1,0.053,bad
12.5,0.035,bad
19.25,0.043,good
9,0.032,good
1.2,0.03,bad
9,0.032,good
1.3,0.173,bad
12.8,0.041,bad
12.8,0.041,bad
7.6,0.044,bad
7.6,0.044,bad
1.4,0.037,good
8.3,0.053,bad
9,0.053,bad
1.85,0.031,good
12.55,0.051,bad
1.4,0.034,bad
1.8,0.033,bad
4,0.03,good
12.55,0.051,bad
9,0.053,bad
3,0.04,bad
1.85,0.031,good
7.9,0.034,bad
2.6,0.033,bad
1.2,0.074,bad
7.1,0.043,bad
7.9,0.034,bad
1.3,0.044,bad
10.7,0.036,bad
7.7,0.053,bad
8.4,0.05,bad
10.7,0.036,bad
12.7,0.038,bad
1.8,0.035,bad
7.7,0.053,bad
10.5,0.035,bad
1.6,0.05,bad
1.85,0.048,bad
10.5,0.031,bad
10.5,0.031,bad
1,0.03,bad
1.2,0.026,bad
1.7,0.042,bad
1.6,0.042,bad
9,0.031,good
1.9,0.029,bad
1.2,0.026,bad
1.5,0.05,bad
3.9,0.034,bad
3.6,0.035,bad
1.2,0.032,bad
5,0.043,bad
2.9,0.047,bad
10.4,0.043,bad
11.4,0.029,bad
18.35,0.05,bad
18.4,0.051,bad
1.2,0.032,bad
7.1,0.033,bad
1.3,0.035,good
1.5,0.032,bad
10.2,0.043,bad
2.2,0.027,bad
3.5,0.035,good
3.5,0.035,good
3.9,0.04,bad
7.4,0.052,bad
7.4,0.052,bad
11,0.035,bad
1.5,0.037,good
3.9,0.031,good
5.4,0.046,bad
1.5,0.038,good
5,0.055,good
1.2,0.052,good
13,0.047,bad
13,0.047,bad
13,0.047,bad
13,0.047,bad
8.6,0.057,bad
1.7,0.048,good
1.2,0.045,bad
1.2,0.076,bad
1.2,0.076,bad
2,0.034,bad
19.4,0.031,bad
0.8,0.037,bad
6.3,0.042,bad
6.4,0.043,bad
12.1,0.045,bad
12.1,0.045,bad
12.9,0.045,bad
2.4,0.038,good
4.3,0.03,good
4.2,0.03,good
12.9,0.045,bad
1.7,0.037,bad
2.2,0.036,bad
12.1,0.045,bad
3.4,0.036,bad
7.4,0.175,bad
7.3,0.174,bad
1.1,0.035,good
1.1,0.035,good
1.4,0.043,bad
14.5,0.042,bad
8,0.047,bad
1.1,0.039,good
1.1,0.035,good
2.2,0.037,good
5.8,0.038,good
0.9,0.033,bad
6.4,0.034,bad
10.9,0.051,bad
7.3,0.039,bad
8.3,0.053,bad
1.3,0.053,bad
3.3,0.054,bad
1,0.075,bad
1.1,0.027,good
1,0.127,bad
5.1,0.026,bad
3.2,0.041,good
12.6,0.032,bad
3.7,0.031,bad
1.7,0.021,bad
5.1,0.026,bad
1,0.127,bad
1.3,0.043,bad
1.5,0.036,bad
4.6,0.054,good
10.3,0.042,bad
6.1,0.046,bad
6.1,0.046,bad
1.2,0.036,bad
10.3,0.042,bad
9.9,0.032,good
1.6,0.062,bad
1.1,0.058,bad
1.5,0.057,bad
1.2,0.031,bad
1.5,0.033,good
1.1,0.035,bad
11.5,0.096,bad
7.8,0.031,bad
7.4,0.038,bad
1.45,0.038,bad
8.9,0.029,good
1.1,0.05,bad
1,0.043,bad
2.5,0.046,bad
1.1,0.044,bad
2.4,0.136,bad
2.3,0.048,bad
5.1,0.038,good
2.5,0.048,bad
8.9,0.055,bad
2.5,0.048,bad
8.9,0.055,bad
1.6,0.044,bad
1.4,0.047,bad
3.9,0.041,bad
13.7,0.058,bad
13.7,0.058,bad
9.2,0.043,bad
7.8,0.055,bad
7.6,0.045,bad
7.7,0.046,bad
3,0.027,bad
1.3,0.052,bad
4,0.036,good
1.1,0.066,bad
2,0.046,bad
1.9,0.048,bad
1.4,0.031,bad
4.5,0.046,bad
10.1,0.032,bad
6.6,0.021,good
1.9,0.015,bad
12.4,0.032,bad
1.6,0.03,bad
2.5,0.048,bad
1.2,0.035,bad
2.5,0.038,good
0.8,0.032,bad
0.9,0.035,bad
8.1,0.046,bad
8.1,0.046,bad
11.75,0.03,bad
1.3,0.037,bad
1.9,0.035,bad
8.3,0.048,bad
8.1,0.046,bad
5.7,0.028,good
1.9,0.023,good
1.2,0.052,bad
11.75,0.03,bad
2.2,0.036,bad
0.9,0.038,bad
1.3,0.032,bad
1.6,0.039,bad
8,0.047,bad
1.2,0.041,bad
1.1,0.022,good
0.8,0.02,bad
1.2,0.065,good
2,0.073,good
1.8,0.092,good
2.1,0.066,good
1.9,0.085,good
1.8,0.065,good
1.2,0.046,good
1.4,0.056,good
2.6,0.095,good
2.6,0.095,good
2.1,0.054,good
1.6,0.054,good
2.2,0.075,good
2.2,0.075,good
2.6,0.085,good
1.8,0.071,good
3.6,0.078,good
6.4,0.073,good
5.6,0.087,good
3.5,0.358,good
5.6,0.087,good
2.5,0.091,good
2.5,0.091,good
3.2,0.083,good
3.2,0.083,good
3.65,0.121,good
2.5,0.078,good
3.4,0.128,good
2.3,0.082,good
2.7,0.072,good
2.95,0.116,good
3.1,0.109,good
5.8,0.083,good
5.8,0.083,good
2.4,0.074,good
4.4,0.124,good
2.4,0.074,good
2.5,0.096,good
1.4,0.045,good
4.2,0.066,good
3,0.093,good
6.7,0.097,good
2.4,0.089,good
2.3,0.059,good
2.1,0.066,good
2.3,0.059,good
2.1,0.066,good
2.2,0.072,good
3.7,0.1,good
2.7,0.077,good
1.7,0.054,good
2.8,0.084,good
5.2,0.086,good
2.8,0.084,good
2.8,0.08,good
2.8,0.081,good
2.5,0.055,good
2.6,0.052,good
2.6,0.07,good
2.6,0.07,good
6.55,0.074,good
6.55,0.074,good
1.9,0.078,good
1.8,0.077,good
2.9,0.072,good
1.8,0.075,good
2.8,0.084,good
2.4,0.107,good
2.4,0.107,good
5.8,0.066,good
1.9,0.074,good
3.4,0.093,good
2.7,0.094,good
2,0.06,good
2.6,0.059,good
4.6,0.072,good
2.2,0.143,good
6,0.115,good
2.8,0.066,good
1.4,0.073,good
1.6,0.038,good
1.7,0.044,good
2.4,0.052,good
2,0.041,good
2.4,0.052,good
2.1,0.048,good
2.3,0.05,good
2.3,0.065,good
2.4,0.012,good
2.4,0.012,good
1.6,0.075,good
2.65,0.085,good
2.5,0.071,good
2.5,0.073,good
1.7,0.054,good
1.6,0.067,good
2.1,0.104,good
2.8,0.109,good
2.6,0.066,good
2.4,0.078,good
2.4,0.078,good
2.4,0.08,good
2.4,0.08,good
6,0.06,good
6,0.06,good
4.6,0.094,good
