residual sugar,density,alcohol,quality
2.2,0.99512,11.9,bad
1.5,0.99395,11,bad
8.8,0.99824,10.1,bad
2.2,0.9964,11,bad
1.8,0.99504,11.8,bad
2.3,0.99786,10.5,bad
2.2,0.9964,11,bad
1.8,0.99504,11.8,bad
8.8,0.99824,10.1,bad
2.3,0.99516,11.2,bad
1.9,0.99604,11,good
2.3,0.99786,10.2,bad
2.2,0.99736,9.2,bad
2.3,0.99516,11.2,bad
3.3,0.99468,12,good
1.9,0.99746,10.5,bad
2,0.99748,9.8,bad
1.9,0.9971,9.5,bad
2,0.99748,9.8,bad
1.9,0.99746,10.5,bad
2.3,0.99543,11.8,bad
2.3,0.99543,11.8,bad
1.4,0.99791,10.4,bad
2.8,0.99356,12.9,good
1.6,0.99425,11.4,bad
2.2,0.99509,12.4,good
5,0.99484,12.5,good
2.6,0.99834,10,good
2.3,0.99864,9.7,good
3.8,0.99498,12.1,good
2,0.99566,11.1,good
4.1,0.99745,12,good
2.1,0.99408,12.4,good
1.8,0.99552,11.9,good
1.8,0.99552,11.9,good
1.8,0.99552,11.9,good
2.1,0.99408,12.4,good
2.2,0.99536,11.2,good
2.1,0.99458,12.1,good
2.7,0.99538,12.2,bad
1.9,0.99648,10.4,bad
2.1,0.99568,11.3,bad
2,0.99613,11.1,bad
2.3,0.99519,11.3,good
2,0.99735,10,bad
1.9,0.99518,11.1,bad
1.6,0.99592,9.3,bad
2.1,0.99654,9.5,bad
2,0.99546,11.2,bad
1.9,0.99518,11.1,bad
2.4,0.99554,11,bad
2.4,0.99604,11.9,good
2.1,0.99733,9.2,bad
2.4,0.9943,12.2,bad
2.9,0.99669,10.2,bad
1.9,0.99724,10.9,bad
1.9,0.99724,10.9,bad
2.4,0.99643,11.6,good
1.7,0.99605,10.7,bad
5.9,0.99658,12.1,good
2.1,0.997,9.4,bad
2.1,0.997,9.4,bad
2.6,0.99801,9.1,bad
3.6,0.99416,11.3,good
1.4,0.9969,10.4,bad
1.9,0.99774,10.5,bad
1.9,0.99712,10,bad
2.1,0.99418,12.9,bad
1.9,0.99774,10.5,bad
1.4,0.9969,10.4,bad
2,0.99562,11.3,bad
1.4,0.9947,11.4,good
1.6,0.99693,9.4,bad
1.7,0.99596,9.4,bad
1.5,0.99556,10.9,bad
1.7,0.99596,9.4,bad
2,0.99694,9.4,bad
2,0.99554,9.4,bad
2,0.99694,9.4,bad
2.5,0.99918,9.4,bad
2,0.99697,10.1,bad
2.2,0.99378,12.8,good
2.2,0.99378,12.8,good
1.4,0.99554,9.1,bad
1.65,0.99162,12.9,bad
2.2,0.99495,11.5,good
1.5,0.99676,10.6,good
2.05,0.99516,11.7,good
1.8,0.9928,12.8,good
1.6,0.99603,10.3,bad
1.8,0.9928,12.8,good
2.05,0.99516,11.7,good
2,0.99516,11.7,good
3.6,0.99549,12,good
2.8,0.99722,10.9,bad
1.7,0.99354,12.3,good
2,0.9957,10.4,bad
2.1,0.99604,10,bad
1.6,0.99635,10,bad
2,0.99454,11.2,bad
2.2,0.99598,11.4,bad
2.2,0.99486,12.6,good
0.9,0.99007,12.7,bad
0.9,0.99007,12.7,bad
1.8,0.99636,10.4,bad
2.4,0.99642,11.9,bad
2.4,0.99642,11.9,bad
2.1,0.99584,10.5,bad
2.3,0.99506,12.3,bad
1.8,0.99568,10.5,good
2.8,0.99822,10.4,bad
1.9,0.99364,12.6,bad
2.2,0.99378,11.6,bad
2.5,0.99586,10.1,bad
1.8,0.99568,10.5,good
2.1,0.99488,11.5,good
1.8,0.99514,11,good
4.1,0.99854,9.6,bad
2.6,0.99592,10.4,bad
2.5,0.99739,9.7,bad
2.4,0.99683,10.6,good
2.5,0.99356,12.5,good
1.8,0.99672,9.2,bad
6.2,0.9953,12.6,good
2.2,0.99692,11.1,bad
2.2,0.99756,10.2,bad
1.7,0.99547,9.8,bad
2.2,0.99692,11.1,bad
8.9,0.99859,10.9,good
3.3,0.99294,12.2,bad
1.4,0.99438,11.4,bad
1.7,0.99612,10.7,bad
1.8,0.99634,10.4,bad
1.7,0.99702,10.9,bad
1.8,0.99704,10.8,bad
1.8,0.99634,10.4,bad
1.4,0.99702,9.2,bad
2.4,0.99258,12.9,bad
2.3,0.99426,12.7,good
2,0.99747,9.1,bad
2,0.99747,9.1,bad
4,0.99586,12.1,good
3.9,0.99784,9.1,bad
2.4,0.9971,11.6,good
4,0.99586,12.1,good
1.8,0.9981,9.9,bad
1.8,0.99462,12.5,good
1.9,0.9956,11.4,bad
2.4,0.99565,11.8,bad
2,0.99418,11.8,bad
2.4,0.9963,10.2,bad
2.4,0.99358,12.5,good
2.2,0.99572,10.9,good
2.2,0.99572,10.9,good
2.8,0.997,10.8,bad
1.5,0.99498,11.1,good
8.1,0.99892,9.2,bad
1.8,0.9968,9.5,bad
2.7,0.9972,10.7,bad
8.1,0.99892,9.2,bad
2,0.99769,10.2,good
2,0.99534,11.4,bad
6.4,0.99817,11,bad
6.4,0.99817,11,bad
8.3,0.99316,12.3,good
1.4,0.99471,11.8,bad
8.3,0.99316,12.3,good
1.8,0.99685,9.5,bad
2.4,0.99617,12,bad
1.8,0.99685,9.5,bad
1.8,0.99529,9.6,bad
4.7,0.99738,11.6,good
1.6,0.994,11.2,bad
1.5,0.99735,9.9,good
1.5,0.99735,9.9,good
1.9,0.99451,11.8,good
2,0.99546,11.4,bad
2,0.99479,11.5,bad
2.2,0.99615,12,good
5.5,0.99655,10.8,bad
2.5,0.99772,10.5,bad
5.5,0.99655,10.8,bad
1.5,0.99666,9.4,bad
2.1,0.99358,12.5,good
1.5,0.99666,9.4,bad
2.1,0.99392,12.4,bad
2.1,0.99388,12,bad
1.7,0.99402,11.2,bad
2.1,0.99388,12,bad
2.2,0.9936,12.4,bad
2.1,0.99374,12.8,bad
1.9,0.99376,12.3,bad
2,0.99523,11.7,good
3.3,0.99855,9.5,bad
2.1,0.9982,10.8,bad
1.4,0.99593,10,bad
2,0.99471,12.3,good
1.5,0.99396,11,bad
1.6,0.99698,9.5,bad
4.3,0.9902,13.6,bad
2.5,0.99572,11.3,bad
2.5,0.99572,11.3,bad
2.5,0.99572,11.3,bad
2.1,0.99252,13.3,bad
2.5,0.99256,12.9,bad
2.5,0.99235,13.1,good
1.8,0.99352,12.3,bad
1.4,0.9922,12.3,bad
1.9,0.99674,11.2,bad
2.2,0.99557,11.5,bad
1.7,0.99394,11.3,good
1.7,0.9915,13.5,bad
2.9,0.99379,11.5,bad
2.7,0.9984,10,bad
3.3,0.99798,10.5,bad
1.9,0.9977,10.4,bad
1.7,0.99341,9.5,bad
1.8,0.9933,13.6,good
5.5,0.99684,11.2,good
1.7,0.99524,11.8,good
1.7,0.9946,11.9,bad
2,0.99774,11.4,bad
2,0.99774,11.4,bad
3.7,0.99786,9.1,bad
2,0.99764,9.5,bad
1.7,0.9969,9.5,bad
2.5,0.99624,11,bad
2.4,0.99354,11.4,bad
1.8,0.99672,10,bad
2.3,0.99588,10.1,bad
2.5,0.99672,10.4,bad
1.8,0.996,9.8,bad
6.2,0.99702,11.8,good
2,0.99526,11.6,bad
2,0.99585,12,bad
2.8,0.99473,12.8,good
2.5,0.99352,12.5,bad
2.2,0.99616,9.8,bad
2.1,0.99622,11.1,bad
2.2,0.99544,11.4,bad
2.2,0.99616,9.8,bad
1.75,0.99524,11.8,good
2.1,0.9924,12.9,good
2.8,0.99572,10.6,bad
2.2,0.99728,10.8,bad
2.3,0.99676,11.1,good
1.4,0.99551,10.2,bad
2.3,0.99434,11.8,good
1.7,0.99692,10,bad
1.7,0.99692,10,bad
1.9,0.99634,9.4,bad
2,0.99709,10.2,bad
2.5,0.99528,12.4,good
2.8,0.99384,12,bad
2.3,0.99502,11.5,bad
1.6,0.99667,10.5,bad
2.2,0.99522,10.8,bad
2.1,0.99649,12.3,bad
1.7,0.99716,9.5,bad
1.7,0.99716,9.5,bad
2.2,0.99541,11.5,bad
5.6,0.99572,11.2,bad
2.4,0.99318,12.7,good
2.1,0.99346,11.4,bad
2.4,0.99599,11,bad
2.4,0.99599,11,bad
1.65,0.99478,11.4,bad
2.5,0.99754,10.5,bad
1.6,0.99572,9.3,bad
2.1,0.99538,10.9,bad
2,0.99346,11.9,bad
7.8,0.9963,12.2,bad
2,0.99346,11.9,bad
2.1,0.99538,10.9,bad
1.8,0.99616,9.6,bad
4.6,0.99652,12.5,bad
2.3,0.99551,10.8,bad
2.5,0.99439,12.4,good
2.3,0.99551,10.8,bad
1.8,0.99588,9.5,bad
1.8,0.99633,9.5,bad
2.3,0.99686,9.5,bad
1.5,0.99458,9.8,bad
2,0.9951,10.9,bad
2.3,0.99686,9.5,bad
1.5,0.99458,9.8,bad
1.9,0.99419,11.2,good
1.8,0.99516,11.7,good
5.8,0.99878,9.4,bad
2.1,0.99534,11,good
2.1,0.99534,11,good
2.1,0.99534,11,good
1.7,0.99752,10,bad
2.1,0.99534,11,good
2,0.99428,11.2,good
2.1,0.99498,10.4,bad
2.1,0.9957,9.3,bad
2.1,0.99498,10.4,bad
1.9,0.99659,10.5,bad
1.9,0.99628,10.4,bad
2.1,0.99488,11.3,bad
2,0.99677,9.5,bad
1.9,0.99408,12,bad
1.9,0.996,10.6,bad
1.3,0.99478,10.9,bad
1.8,0.99734,11.5,bad
1.8,0.99734,11.5,bad
2.2,0.99678,9.6,bad
2.2,0.99638,12,bad
2.5,0.9992,10.3,bad
2.6,0.99922,9.4,bad
4.1,0.99592,9.2,bad
2,0.99769,9.6,bad
1.8,0.99157,13.6,good
2.1,0.99718,9.5,bad
2.7,0.9947,11.8,bad
2.6,0.99621,10.8,bad
2.1,0.99718,9.5,bad
2.2,0.99614,9.3,bad
2.2,0.99242,12.8,bad
12.9,0.99572,11.5,bad
1.7,0.99659,9.4,bad
2.2,0.99242,12.8,bad
2.5,0.99798,9.6,bad
4.3,0.99488,11.8,bad
1.7,0.99494,9.3,bad
2.5,0.99729,9.8,bad
2,0.99414,12.2,bad
2.4,0.9983,9.5,bad
13.4,0.99721,10.3,bad
1.8,0.99655,10.5,bad
1.7,0.99502,10,bad
1.8,0.99655,10.5,bad
2.2,0.9949,11.1,bad
2.3,0.99514,10.9,bad
2.3,0.99514,10.9,bad
2.2,0.9963,9.8,bad
1.8,0.99627,9.8,bad
1.4,0.99569,9.5,bad
1.9,0.99628,10.9,bad
2.4,0.99358,11,bad
1.8,0.99499,9.2,bad
4.8,0.99633,11,bad
2.7,0.99538,11.3,bad
2.7,0.99538,11.3,bad
1.8,0.99632,9.3,bad
2,0.99437,11.2,bad
2.5,0.99726,9.8,bad
2.2,0.9978,9.6,bad
1.8,0.99456,11.8,bad
2.3,0.99564,10.3,bad
2.3,0.99564,10.3,bad
2.3,0.996,11.4,bad
2,0.99668,9.5,bad
1.8,0.9908,14,good
1.6,0.99084,14,bad
1.6,0.9935,11.7,bad
1.9,0.99385,11.2,bad
2,0.99494,9.3,bad
2.1,0.9944,11.2,bad
2.3,0.99688,9.5,bad
6.3,0.99566,12,bad
1.9,0.99636,9.7,bad
2.3,0.99688,9.5,bad
1.7,0.9948,11.5,good
1.9,0.9956,10.4,bad
1.9,0.9956,10.4,bad
2,0.99619,10.9,bad
2.7,0.99734,10.2,bad
2.3,0.99476,10.9,bad
1.8,0.99734,10.5,bad
2.5,0.99328,12.4,bad
2.6,0.99286,13,bad
4.5,0.99914,10.2,bad
4.5,0.99914,10.2,bad
1.9,0.99521,11,bad
2.1,0.99638,10.9,bad
2.4,0.99362,12.4,bad
1.9,0.99672,9.7,bad
2.1,0.99638,10.9,bad
4.3,0.99558,9.5,bad
4.3,0.99558,9.5,bad
2.1,0.99323,12.1,bad
1.4,0.99191,12.2,bad
2.1,0.99476,10.9,bad
2.15,0.99444,12.5,bad
2,0.99598,11.7,bad
2.1,0.99576,11.2,bad
1.8,0.99501,11.2,bad
2.3,0.9955,9.2,bad
1.9,0.99612,9.8,bad
2.5,0.9979,10.1,bad
3.9,0.99524,11.1,bad
2.5,0.9979,10.1,bad
1.4,0.996,9.2,bad
1.9,0.99612,9.8,bad
3,0.9929,12.8,bad
1.9,0.99532,10.5,bad
2.3,0.99558,10.1,bad
2.4,0.99556,10.1,bad
2,0.99616,9.8,bad
1.2,0.99258,12.5,bad
2.2,0.99638,11.9,bad
2,0.99616,9.8,bad
1.7,0.99652,9.1,bad
2.6,0.99796,10.1,bad
1.2,0.99258,12.5,bad
1.8,0.99392,11.4,bad
1.8,0.99495,11,good
1.7,0.9948,10.6,bad
1.7,0.9948,10.6,bad
1.7,0.9948,10.6,bad
1.7,0.9948,10.6,bad
1.8,0.9955,9.3,bad
2.1,0.99616,9.8,bad
2.1,0.99616,9.8,bad
3.8,0.99668,9.2,bad
1.7,0.99581,9.7,bad
2.2,0.9976,9.6,bad
2,0.99608,10,bad
2.4,0.99387,12.6,bad
1.4,0.99448,9.5,bad
1.4,0.99448,9.5,bad
1.4,0.99448,9.5,bad
1.7,0.99538,10.5,bad
1.7,0.99538,10.5,bad
1.7,0.99538,10.5,bad
1.7,0.99589,10.4,bad
1.7,0.99538,10.5,bad
2.6,0.99852,11,bad
2.3,0.99613,10.2,bad
2.1,0.99472,11.4,bad
1.8,0.99587,9.5,bad
1.8,0.99587,9.5,bad
2.8,0.99518,10.8,bad
2,0.99654,10,bad
2.3,0.99332,11.8,bad
1.9,0.9969,10.3,bad
1.9,0.9969,10.3,bad
2.3,0.99568,10,bad
1.8,0.99464,10.1,bad
1.8,0.99464,10.1,bad
2.5,0.99648,11.1,bad
5.4,0.99736,9.5,bad
1.4,0.99704,10.0333333333333,bad
2.3,0.99699,10.9,bad
2.5,0.99724,10.1,bad
1.4,0.99704,10.0333333333333,bad
2,0.99652,9.8,bad
1.9,0.995,11.8,bad
2.2,0.9971,9.5,bad
1.7,0.99576,9.8,bad
2.2,0.99725,10.5,bad
2.1,0.99656,9.8,bad
1.6,0.99396,10.4,bad
1.7,0.99623,9.2,bad
3.1,0.99476,11.6,bad
1.7,0.99623,9.2,bad
3.8,0.99664,9.3,bad
1.2,0.99471,9.8,bad
2,0.99586,9.9,bad
1.4,0.9946,10,bad
2.3,0.9953,12.2,bad
2,0.99609,9.9,bad
2.6,0.99557,10.8,bad
2.6,0.99557,10.8,bad
1.8,0.99534,9.6,bad
2.1,0.99613,9.9,bad
2.1,0.99613,9.9,bad
1.8,0.99593,9.5,bad
3.4,0.99668,9.2,bad
1.8,0.9961,9.6,bad
1.8,0.9961,9.6,bad
6.1,0.99718,10.3,bad
2.2,0.99524,9.7,bad
2.3,0.99292,12.5,bad
2.4,0.99612,11,bad
1.3,0.9942,9.8,bad
2,0.99612,10.2,bad
3.9,0.99669,9.2,bad
1.6,0.99745,9.55,bad
1.6,0.99745,9.55,bad
2,0.99584,9.9,bad
2.2,0.9966,10.2,good
2.2,0.9956,11.1,bad
2.1,0.9962,9.9,bad
2.1,0.9962,9.9,bad
2,0.9963,11.9,bad
1.7,0.996,10,good
2.6,0.9985,10.7,bad
2,0.9952,11.3,good
5.1,0.9974,10.9,bad
2.1,0.995,10.7,bad
2.2,0.995,12.4,good
2.1,0.995,10.7,bad
1.8,0.9936,11.9,bad
2.4,0.9963,10.6,bad
5.1,0.9974,10.9,bad
2,0.9963,10.1,bad
2.2,0.9994,9.6,bad
1.6,0.9966,9.4,bad
2.2,0.9994,9.6,bad
2.5,0.9952,12.1,good
1.6,0.995,9.8,bad
2.2,0.9956,9.9,bad
1.6,0.995,9.8,bad
1.6,0.9965,9.4,bad
2.1,0.9956,11.4,bad
3.9,0.9968,11,bad
1.4,0.9974,9.6,bad
1.4,0.9974,9.6,bad
1.8,0.9971,12.1,bad
2.5,0.9957,11.2,bad
1.9,0.9962,11,bad
2.2,0.996,11.3,bad
1.8,0.9956,10.4,bad
2.1,0.9958,9.9,bad
1.6,0.9944,11.7,bad
1.8,0.9955,10.1,good
15.4,1.00369,9,bad
15.4,1.00369,9,bad
1.6,0.99914,8.5,bad
4.8,0.99577,11.1,bad
1.7,0.996,10.3,bad
2.2,0.99566,11.0666666666667,bad
2,0.9947,11.3,good
5.2,0.99713,9.56666666666667,bad
1.9,0.99712,9.8,bad
1.75,0.99322,11.7,bad
2.2,0.99566,11.1,bad
5.2,0.99713,9.6,bad
1.9,0.99712,9.8,bad
1.9,0.99701,9.7,bad
1.9,0.99683,9.7,bad
2,0.99472,11.3,good
2,0.9947,11.3,good
2.7,0.99732,11,good
2,0.99374,11.6,good
1.9,0.99706,9,bad
2.2,0.99974,10.9,bad
1.6,0.99467,10.9,bad
1.8,0.99236,10.55,bad
1.9,0.99706,9,bad
1.7,0.99603,10.5,bad
1.7,0.99458,11.9,good
2.3,0.99724,10.4,bad
2.1,0.99664,10,bad
2.3,0.99545,10.4,bad
2.4,0.99522,10.8,bad
1.7,0.9958,9.7,bad
1.7,0.9958,9.7,bad
2.1,0.99728,10,good
2.3,0.99648,11,bad
2.1,0.99728,10,good
2.1,0.99705,9.7,bad
1.4,0.99578,9.7,bad
3.75,0.99334,12.6,bad
2.6,0.99656,11.1,bad
1.8,0.99336,11,bad
13.8,1.00242,8.8,bad
2.2,0.99182,13.5666666666667,good
13.8,1.00242,8.8,bad
2.2,0.99182,13.6,good
5.7,0.99808,10.2,bad
3,0.99828,10.6,bad
1.5,0.99498,10.1,bad
3,0.99828,10.6,bad
2.1,0.99719,10.3,bad
1.5,0.99542,10.7,bad
2,0.99592,10.9,bad
2.1,0.99606,9.7,bad
2.1,0.99546,10.3,bad
1.9,0.99496,10.6,bad
1.7,0.9942,11.4,bad
2.1,0.99448,10.8,bad
1.8,0.99344,12.4,bad
1.7,0.9942,11.4,bad
1.6,0.99348,11.95,bad
1.9,0.99636,9.7,bad
1.4,0.99459,10,good
1.9,0.99492,10.6,bad
1.9,0.99636,9.7,bad
2.3,0.99508,11.5,bad
2.3,0.99582,10.8,bad
2.3,0.99508,11.5,bad
1.5,0.99508,9.6,bad
4.3,0.99642,9.4,bad
2.4,0.99638,9.8,bad
2.5,0.99555,11,bad
2.3,0.99605,11.4,bad
1.8,0.996,9.95,bad
2,0.99562,10.8,bad
2.3,0.99605,11.4,bad
2.1,0.99814,10.6,bad
1.8,0.9941,11.1,bad
2.2,0.99661,9.7,bad
2.1,0.99712,9.8,bad
2.2,0.99588,10.4,bad
1.8,0.99294,10.5,bad
4.1,0.99842,9.23333333333333,bad
4.1,0.99842,9.25,bad
2.3,0.99633,10.6,bad
2,0.99489,10.3,bad
2.2,0.99647,10.5,bad
2.6,0.99665,10.2,bad
2,0.99489,10.3,bad
1.9,0.99585,9.05,bad
2.3,0.99633,10.6,bad
2,0.9953,10.4,bad
2,0.99522,10,bad
2.1,0.99552,9.7,bad
2.2,0.99553,9.6,bad
1.7,0.9951,10.8,bad
2.2,0.99714,10.1,bad
2.1,0.99608,10.2,bad
2.2,0.99444,11.3,bad
2.8,0.99631,10.2,bad
2,0.99573,9.9,bad
1.9,0.99717,9,bad
2.4,0.99397,11.7,good
2.2,0.9959,9.7,bad
1.9,0.99528,10.3,bad
1.9,0.99484,10.2,bad
2.5,0.99538,12,bad
1.8,0.99714,9.9,bad
4.4,0.99646,11.6,bad
2.2,0.99666,10.9,good
1.9,0.99472,10.75,bad
2.2,0.99758,10.4,bad
2.3,0.9955,11.2,good
1.8,0.99531,10.1,bad
2,0.99575,10.2,bad
1.6,0.99306,12.1,bad
2,0.99783,10.4,bad
1.8,0.99419,11.4,good
2.3,0.99783,9.5,bad
2.3,0.99768,9.4,bad
3.7,0.99586,11.3,bad
2.2,0.99765,9.4,bad
2.4,0.99627,11,bad
1.7,0.99514,10.55,good
2.2,0.99636,9.9,bad
2.4,0.99627,11,bad
6.7,0.99787,9.5,bad
2,0.99622,9.9,bad
2,0.99622,9.9,bad
2,0.99622,9.9,bad
2,0.99546,10.1,bad
2,0.99546,10.1,bad
2,0.99546,10.1,bad
1.9,0.99489,10.9,bad
2.1,0.99494,11.2,bad
2,0.99546,10.1,bad
1.6,0.99629,9.2,bad
1.9,0.99396,11.5,bad
2.2,0.9934,12.4,bad
2.2,0.99514,11.1,bad
2.2,0.99632,9.5,bad
2.4,0.99467,12.5,bad
13.9,0.99677,10.5,bad
2.2,0.99474,11.8,bad
1.6,0.99588,10.8,bad
5.1,0.99622,11.9,bad
1.8,0.9954,11.3,bad
1.7,0.99402,11.3,bad
2.4,0.9947,11.9,bad
1.7,0.99402,11.3,bad
2.6,0.99362,11.9,bad
2.1,0.99578,9.8,bad
2.4,0.99484,11.6,good
2.6,0.99494,11.5,bad
2.4,0.99492,11.4,bad
1.8,0.99483,10.9,bad
2.5,0.99414,12.8,bad
7.8,0.9977,9.2,bad
1.8,0.99314,11.6,bad
1.7,0.99402,11.6,bad
2.3,0.99574,11,bad
1.9,0.99651,9.5,bad
2,0.9949,10.5,bad
2.2,0.99512,11.2,bad
2.3,0.99574,11,bad
2,0.99547,10.2,bad
3.6,0.99549,11,bad
20.7,1.001,8.8,bad
1.6,0.994,9.5,bad
6.9,0.9951,10.1,bad
8.5,0.9956,9.9,bad
8.5,0.9956,9.9,bad
6.9,0.9951,10.1,bad
7,0.9949,9.6,bad
20.7,1.001,8.8,bad
1.6,0.994,9.5,bad
1.5,0.9938,11,bad
1.45,0.9908,12,bad
4.2,0.9947,9.7,bad
1.2,0.992,10.8,bad
1.5,0.9912,12.4,good
19.25,1.0002,9.7,bad
1.5,0.9914,11.4,good
1.1,0.9928,9.6,bad
1.2,0.9892,12.8,good
1.1,0.9917,11.3,bad
7.5,0.9955,9.5,bad
1.2,0.9892,12.8,good
2.9,0.9912,11,good
1.7,0.993,10.5,good
1.5,0.9937,9.3,bad
1.3,0.9951,10,bad
9,0.9955,10.4,bad
1,0.993,10,bad
8.7,0.9961,10.5,bad
1.1,0.9914,11.6,bad
2,0.9906,12.3,good
10.4,0.9974,10,bad
1.1,0.9934,10.2,bad
2.05,0.992,10.8,bad
1.5,0.9939,9,bad
14.95,0.9962,10.2,bad
1.7,0.9905,12.8,bad
5.4,0.9934,10,bad
1.2,0.9906,11.2,bad
17.95,0.9999,8.6,bad
17.95,0.9999,8.6,bad
2.5,0.9937,9.4,bad
2.9,0.9937,9.4,bad
7.4,0.9954,9.8,bad
1.4,0.9934,9.5,bad
1.4,0.9934,9.5,bad
1.4,0.9931,10,good
4.4,0.994,9.8,bad
4.4,0.9939,9.8,bad
7.4,0.9954,9.8,bad
5,0.995,9.8,bad
1.6,0.9917,11.7,bad
1.1,0.9914,11,good
1.1,0.991,10.9,good
1,0.9911,10.9,bad
0.9,0.993,9.1,bad
1.3,0.9908,11,bad
11.9,0.9962,9.6,bad
12.4,0.9972,8.9,bad
4.6,0.9931,10.2,bad
1.2,0.9926,9.9,bad
4.9,0.9951,8.6,bad
12.4,0.9972,8.9,bad
1.1,0.991,10.5,bad
4.6,0.9931,10.2,bad
1.4,0.9927,10.3,bad
1.2,0.9934,9.1,bad
6.4,0.9903,12.6,good
1.2,0.992,9.8,bad
2.1,0.9926,10.7,good
10.1,0.9962,9.5,bad
7.8,0.9956,9,bad
4.6,0.9958,9.5,bad
4.8,0.9964,10,bad
1,0.9941,9.1,bad
2.1,0.9926,10.7,good
10.1,0.9962,9.5,bad
1.4,0.9898,12.7,good
1.3,0.9912,12,good
8.8,0.9961,9.3,bad
5.4,0.9949,9,bad
1.4,0.9929,10.6,bad
16,0.9985,9.2,bad
6.1,0.9946,10,bad
8.2,0.9966,9.5,bad
11.8,0.9974,8.7,bad
11.8,0.9975,8.7,bad
11,0.9974,8.7,bad
13.3,0.9972,9.7,bad
11.8,0.9974,8.7,bad
11.8,0.9975,8.7,bad
11,0.9974,8.7,bad
7.5,0.9957,9,bad
1.7,0.99,12.6,good
1.8,0.9899,12.6,good
1.7,0.9916,11.5,good
12.4,0.9969,9.2,bad
15.9,0.9979,8.8,bad
1.2,0.9913,11.4,good
10.5,0.9956,10.1,bad
15.9,0.9979,8.8,bad
13.5,0.9975,9.1,bad
9.6,0.9962,9.4,bad
12.1,0.997,9.4,bad
18.9,1,9,bad
13.5,0.9975,9.1,bad
14.4,0.9974,9.2,bad
9.6,0.9962,9.4,bad
16.5,0.999,9.1,bad
16.5,0.999,9.1,bad
1.3,0.9927,10.3,bad
8.5,0.9959,8.8,bad
18.75,1,8.9,bad
13.3,0.9982,9.2,bad
9.2,0.9968,9.1,bad
9.2,0.9968,9.1,bad
1.5,0.994,9.7,bad
3.3,0.9914,11.3,bad
1.7,0.9911,11.8,bad
13.3,0.9982,9.2,bad
13.3,0.9982,9.2,bad
5.7,0.9934,10.2,bad
12.2,0.9984,8.8,bad
6.85,0.9952,9.7,bad
5,0.9952,9.1,bad
1.6,0.9928,9.8,bad
1.1,0.9912,11,bad
7,0.994,10.5,bad
7.6,0.9958,9.7,good
2.8,0.9924,10.9,good
2.7,0.9924,10.9,bad
10.4,0.994,10.6,bad
7.6,0.9958,9.7,good
13.1,0.9979,9,bad
15.8,0.9982,9.2,bad
8.1,0.9961,8.9,bad
15.7,0.9979,9.6,bad
1.2,0.992,10.7,bad
10.5,0.9975,8.7,bad
1.9,0.9917,10.8,good
1.9,0.9923,11.8,bad
2.2,0.9927,10.2,bad
10.5,0.9975,8.7,bad
1.2,0.992,10.8,bad
4.3,0.9947,9.7,bad
2,0.9921,11.2,bad
1.1,0.9905,10.9,bad
1.4,0.9918,10.1,bad
5.2,0.9951,9,bad
4.6,0.9917,12,good
4.1,0.994,9.4,bad
8,0.9934,11.5,good
10.2,0.9968,9.9,bad
4.1,0.994,9.4,bad
1.2,0.9919,10.4,bad
7.5,0.9966,9.7,bad
14,0.9979,8.9,bad
14,0.9979,8.9,bad
1.5,0.9898,12.4,good
1.4,0.9894,12.1,good
1.4,0.9894,12.1,good
1.5,0.9898,12.4,good
14.5,0.998,9.1,bad
4.8,0.9932,10.6,bad
14,0.9979,8.9,bad
13.1,0.997,9.5,bad
13,0.9972,9.8,bad
8.7,0.9974,9.6,bad
2.4,0.9896,12.6,good
8.95,0.9968,9.3,bad
9.85,0.9958,10,bad
1.5,0.9906,12.7,bad
1.5,0.9917,11,bad
0.8,0.9902,11.4,bad
4.55,0.9918,11.5,good
17.7,0.999,10.2,bad
7.5,0.9927,11.4,bad
5.1,0.991,12.6,bad
12.9,0.9972,9.4,bad
1.2,0.9931,8.7,bad
5.5,0.995,9.2,bad
5.5,0.9951,9.3,bad
1.2,0.9936,9.2,bad
22,1.001,8.7,bad
14,0.9979,9.6,bad
11.9,0.997,9.3,bad
11.9,0.9972,9.3,bad
9.4,0.9954,9.9,bad
4.2,0.9924,11,bad
3.8,0.9906,12.7,good
8.5,0.9962,8.9,bad
8.5,0.9962,8.9,bad
22,1.001,8.7,bad
8,0.9928,11.4,bad
5.1,0.9942,9.6,bad
3.6,0.9942,9.1,bad
3.5,0.9942,9.1,bad
3.6,0.9942,9.1,bad
7.8,0.9961,8.9,bad
13.1,0.998,8.8,bad
7.8,0.9961,8.9,bad
16.1,0.9984,9.3,bad
13.1,0.998,8.8,bad
13.2,0.9973,9.6,bad
13.9,0.9949,12,bad
2.3,0.9924,10.2,bad
11.6,0.9972,8.8,bad
8.3,0.9958,9.2,bad
6.2,0.9968,9.9,bad
2.2,0.9938,10.2,bad
0.9,0.993,9.5,bad
9.7,0.994,10.5,bad
1.4,0.9918,11.2,good
8.3,0.9958,9.2,bad
5.3,0.9944,9.7,bad
1.4,0.9912,11.1,good
9.2,0.9961,9.4,bad
7,0.9939,11,bad
9.2,0.9961,9.4,bad
17.5,0.9989,9.4,bad
7,0.9938,11,bad
7,0.9939,11,bad
9.5,0.9971,9.1,bad
1.4,0.9912,11.1,good
0.8,0.9936,9.1,bad
1.8,0.9929,10.4,bad
17.8,0.9998,8.7,bad
2.4,0.9938,9.7,bad
