fixed acidity,volatile acidity,citric acid,pH,quality
5.3,0.165,0.24,3.32,bad
9.8,0.25,0.74,3.06,bad
8.1,0.29,0.49,3.14,bad
6.8,0.22,0.49,3.25,bad
7.2,0.22,0.49,3.05,bad
7.4,0.25,0.49,3.13,bad
8.2,0.18,0.49,3,good
6.1,0.22,0.49,3.3,bad
7,0.39,0.24,3,bad
6.1,0.22,0.49,3.3,bad
6.5,0.36,0.49,3.1,good
7.1,0.29,0.49,3.07,bad
7.4,0.25,0.49,3.13,bad
6.9,0.23,0.24,3.17,bad
8.5,0.56,0.74,2.99,bad
8.2,0.18,0.49,3,good
6.3,0.23,0.49,3.23,bad
6.1,0.25,0.49,3.16,bad
7.2,0.26,0.74,3.03,bad
7.2,0.31,0.24,3.16,bad
8,0.25,0.49,3.08,bad
7,0.18,0.49,3.24,bad
7.8,0.43,0.49,3.14,bad
8.3,0.2,0.74,3.25,bad
6.3,0.27,0.49,3.38,bad
7.4,0.16,0.49,3.23,bad
7.4,0.16,0.49,3.23,bad
6.9,0.19,0.49,3.2,bad
7.8,0.43,0.49,3.14,bad
7.2,0.4,0.49,3.01,bad
7.8,0.43,0.49,3.14,bad
7.6,0.52,0.49,3.14,good
8.3,0.21,0.49,2.99,bad
6.9,0.34,0.74,3,bad
6.3,0.27,0.49,3.38,bad
8.3,0.2,0.74,3.25,bad
7.1,0.22,0.74,3.31,bad
7.9,0.11,0.49,3.24,bad
8.5,0.17,0.74,3.28,bad
6.4,0.145,0.49,3.56,bad
7.4,0.16,0.49,3.23,bad
8.3,0.19,0.49,3.06,bad
8,0.44,0.49,3.16,good
7,0.2,0.74,3.46,bad
6.9,0.19,0.49,3.2,bad
7.1,0.25,0.49,3.13,good
6.5,0.24,0.24,3.19,bad
7.2,0.4,0.49,3.01,bad
7.6,0.52,0.49,3.14,good
7.8,0.43,0.49,3.14,bad
7.8,0.21,0.49,3.15,bad
7,0.2,0.49,3.21,bad
6.9,0.25,0.24,2.99,bad
7.2,0.08,0.49,3.46,bad
7.1,0.85,0.49,3.22,bad
7.6,0.51,0.24,3.05,bad
7.9,0.22,0.24,2.99,bad
7.7,0.16,0.49,3.32,bad
7.2,0.08,0.49,3.46,bad
6.6,0.25,0.24,3.37,bad
6.7,0.16,0.49,3.62,bad
6.9,0.25,0.24,2.99,bad
7.5,0.32,0.24,3.14,bad
7.4,0.28,0.49,2.98,bad
6.2,0.15,0.49,3.3,bad
6.7,0.25,0.74,3.51,bad
6.5,0.26,0.74,3.18,bad
7.9,0.16,0.74,2.99,bad
5.6,0.185,0.49,3.55,bad
7.5,0.2,0.49,3.06,bad
8,0.3,0.49,3.14,bad
8,0.34,0.49,3.13,good
7.7,0.35,0.49,3.14,good
7.6,0.29,0.49,3.13,good
6.7,0.62,0.24,3.41,bad
6.8,0.27,0.49,3.13,good
7.7,0.27,0.49,3.16,bad
6.7,0.51,0.24,3.22,bad
7.4,0.19,0.49,2.99,good
8.3,0.2,0.49,3.05,bad
6.6,0.3,0.24,3.13,bad
6.8,0.36,0.24,3.27,good
7,0.17,0.74,3.26,good
9.2,0.18,0.49,3.04,good
8.1,0.2,0.49,3.1,bad
7.8,0.26,0.74,3.22,bad
6.8,0.21,0.49,3.55,bad
7.9,0.2,0.49,3.16,bad
8,0.18,0.49,3.23,bad
8.8,0.23,0.74,3.02,bad
7.3,0.22,0.49,2.99,good
7.3,0.22,0.49,3.01,bad
7.4,0.19,0.49,2.99,good
7.3,0.155,0.49,3.14,bad
8.2,0.22,0.49,3.02,bad
8.2,0.24,0.49,3.02,bad
8.4,0.23,0.49,3.04,bad
8.3,0.2,0.49,3.05,bad
8.3,0.2,0.49,3.05,bad
6.6,0.3,0.24,3.13,bad
6.9,0.21,0.49,3.25,bad
8,0.25,0.49,3.34,bad
6.6,0.21,0.49,3.28,bad
7.2,0.27,0.74,3.04,bad
14.2,0.27,0.49,3.15,bad
7.9,0.28,0.49,3.04,bad
7.4,0.27,0.49,3.15,bad
6.6,0.21,0.49,3.28,bad
7.2,0.27,0.74,3.04,bad
8.1,0.3,0.49,3.1,good
7.5,0.23,0.49,3.14,good
7.3,0.26,0.49,3.24,bad
7.1,0.18,0.74,3.38,bad
8.5,0.15,0.49,3.03,bad
8.9,0.13,0.49,2.91,bad
8.1,0.28,0.49,3.13,bad
6,0.17,0.49,3.21,bad
7.3,0.26,0.49,3.24,bad
7.1,0.18,0.74,3.38,bad
7.1,0.53,0.24,3.16,bad
7.2,0.16,0.49,3.23,bad
7.3,0.14,0.49,3.2,bad
8.9,0.13,0.49,2.91,bad
7.9,0.12,0.49,3.18,bad
6.7,0.29,0.49,3.13,bad
6.7,0.3,0.49,3.12,bad
7.1,0.36,0.24,3.34,bad
8.5,0.15,0.49,3.03,bad
7.9,0.18,0.49,3.18,bad
6.6,0.19,0.99,3.09,bad
7.3,0.21,0.49,3.32,good
6.9,0.3,0.49,3.43,good
7.9,0.42,0.49,3.29,good
6.9,0.24,0.49,3.45,good
7.6,0.23,0.49,3.08,bad
7.9,0.18,0.49,3.18,bad
6.2,0.43,0.49,3.27,bad
8.8,0.35,0.49,2.96,bad
7.8,0.3,0.74,3.29,bad
9.1,0.28,0.49,3.15,bad
7.1,0.34,0.49,3.3,good
7.8,0.3,0.74,3.29,bad
9.1,0.28,0.49,3.15,bad
8.5,0.19,0.49,3.14,bad
7.6,0.18,0.49,3.06,bad
7.5,0.19,0.49,3.33,bad
7.4,0.3,0.49,3.52,bad
6.7,0.3,0.74,3.21,bad
6.6,0.3,0.74,3.21,bad
7.4,0.3,0.49,3.52,bad
6.9,0.22,0.49,3.54,bad
7.8,0.26,0.49,3.16,bad
8.5,0.17,0.49,2.88,bad
6.8,0.17,0.74,3.63,bad
6.2,0.27,0.49,3.32,bad
7.1,0.64,0.49,3.31,bad
6.4,0.18,0.74,3.58,bad
7.6,0.31,0.49,3.22,bad
9.8,0.31,0.49,3.18,bad
9,0.3,0.49,2.94,bad
8.4,0.24,0.49,3.03,good
6.4,0.18,0.74,3.58,bad
6.4,0.25,0.74,3.21,bad
7.3,0.3,0.74,3.02,bad
9.3,0.31,0.49,3.11,bad
6.4,0.25,0.74,3.21,bad
7.3,0.3,0.74,3.02,bad
7,0.27,0.74,3.35,bad
7.9,0.14,0.74,3.08,bad
6.4,0.12,0.49,3.34,bad
6.8,0.21,0.74,3.13,bad
8.6,0.16,0.49,3.13,bad
7,0.29,0.49,2.95,bad
6.4,0.27,0.49,3.24,bad
6.6,0.55,0.01,3.15,bad
6.4,0.27,0.49,3.24,bad
6.3,0.24,0.74,3.27,bad
6.7,0.33,0.49,3.11,bad
7,0.29,0.49,2.95,bad
8.2,0.34,0.49,3.08,bad
5.6,0.39,0.24,3.28,bad
5.6,0.41,0.24,3.32,good
6.7,0.41,0.01,3.24,bad
7.1,0.26,0.49,3.37,good
7.5,0.32,0.49,3.07,bad
5.8,0.19,0.49,3.34,good
6.9,0.27,0.49,2.98,bad
8.1,0.2,0.49,3.09,good
7.5,0.32,0.49,3.07,bad
8.2,0.26,0.49,3.12,bad
7.8,0.26,0.49,3.03,good
8,0.14,0.49,3.26,good
8,0.29,0.49,3.14,bad
7.5,0.19,0.49,3.4,bad
6.9,0.34,0.49,3.09,bad
6.2,0.2,0.49,3.22,bad
6.4,0.37,0.49,3.14,bad
6.2,0.22,0.49,3.41,good
7.8,0.26,0.49,3.03,good
8.9,0.32,0.49,3.13,bad
6.5,0.44,0.49,3.11,bad
7,0.14,0.49,3.36,bad
9,0.17,0.49,3.09,good
6.4,0.26,0.49,3.38,bad
9,0.22,0.49,3.31,bad
8.9,0.32,0.49,3.13,bad
8.2,0.2,0.49,3.19,bad
7.8,0.15,0.24,2.94,bad
6.9,0.25,0.24,3.23,bad
8.2,0.2,0.49,3.19,bad
7.1,0.28,0.49,3.41,good
7.4,0.19,0.49,3.2,good
8.3,0.25,0.49,3.03,bad
7.5,0.14,0.74,3.26,bad
7.8,0.49,0.49,3.21,bad
8.1,0.12,0.49,3.13,bad
7.6,0.47,0.49,2.96,bad
7.9,0.22,0.49,3.1,bad
7.8,0.49,0.49,3.21,bad
6.4,0.22,0.49,3.27,bad
7.3,0.19,0.49,3.42,good
8.1,0.3,0.49,3.09,good
7.3,0.19,0.49,3.42,good
7.5,0.24,0.49,3.17,good
6.4,0.22,0.49,3.27,bad
7.8,0.21,0.49,3.05,good
7.1,0.3,0.49,3.4,bad
6.9,0.26,0.49,3.65,bad
7.6,0.31,0.49,3.08,good
6.4,0.42,0.74,3.12,bad
8.2,0.29,0.49,3.24,bad
7.9,0.33,0.28,3.15,bad
6.6,0.46,0.49,3.11,bad
7.8,0.28,0.49,3.09,bad
5.8,0.15,0.49,3.19,bad
7.8,0.4,0.49,3.26,bad
6.6,0.31,0.49,3.12,bad
6.6,0.325,0.49,3.16,bad
6.6,0.27,0.49,3.17,bad
6.7,0.26,0.49,3.23,bad
6.7,0.21,0.49,2.92,good
7.9,0.33,0.28,3.15,bad
8.1,0.28,0.46,3.27,bad
6.5,0.13,0.37,3.41,good
7.8,0.445,0.56,3.25,bad
8.8,0.39,0.34,2.95,bad
7.9,0.18,0.33,3.12,good
7.1,0.31,0.38,3.14,bad
7.8,0.24,0.18,3.2,bad
7,0.35,0.3,3.4,good
6.6,0.26,0.31,3.2,bad
6.6,0.27,0.31,3.2,bad
6.8,0.22,0.29,3.3,bad
6.2,0.27,0.32,3.17,bad
7,0.35,0.3,3.4,good
7.3,0.23,0.37,3.11,bad
6.2,0.3,0.2,3.36,bad
6.4,0.35,0.2,3.33,bad
7.6,0.32,0.34,3.22,bad
6.3,0.31,0.3,3.74,bad
7.2,0.25,0.28,3.12,good
7.2,0.25,0.28,3.12,good
7.3,0.26,0.33,3.06,good
7.2,0.25,0.28,3.12,good
7.4,0.26,0.37,3.46,bad
7.3,0.26,0.33,3.06,good
6.7,0.25,0.26,3.55,bad
7.1,0.16,0.25,3.27,bad
9,0.43,0.3,3.11,bad
7.2,0.25,0.28,3.12,good
7,0.24,0.3,3.28,bad
6.7,0.265,0.22,3.25,bad
7.7,0.12,0.32,3.37,bad
7.2,0.21,0.33,3.25,bad
8.5,0.32,0.36,3.08,bad
6.9,0.18,0.3,3.32,bad
7,0.24,0.3,3.28,bad
6.3,0.26,0.29,3.38,bad
6.7,0.26,0.3,3.44,bad
7.9,0.29,0.36,3.14,bad
6.5,0.27,0.19,3.25,bad
6.7,0.33,0.42,3.16,bad
6.7,0.31,0.42,3.16,bad
6.6,0.25,0.31,3.41,bad
6.4,0.24,0.22,3.41,bad
6.8,0.26,0.29,3.45,bad
7,0.61,0.26,3.36,bad
6.8,0.22,0.3,3.44,bad
8.1,0.31,0.24,3.08,bad
7,0.2,0.3,3.24,bad
7.9,0.18,0.37,3.22,bad
6.6,0.34,0.27,3.3,bad
6.8,0.3,0.24,3.07,bad
6.5,0.18,0.34,3.32,good
7,0.21,0.31,3.26,bad
6.8,0.27,0.32,3.1,bad
9.3,0.2,0.33,3.16,bad
5.8,0.23,0.27,3.38,bad
7.6,0.2,0.39,3.46,good
8.2,0.15,0.48,3.5,good
7.5,0.4,1,3.24,bad
6.5,0.18,0.34,3.32,good
7,0.13,0.3,3.47,bad
6.9,0.17,0.22,3.29,bad
7,0.3,0.32,3.23,bad
7.6,0.445,0.44,3.48,bad
6.8,0.3,0.24,3.07,bad
7.5,0.22,0.33,3.2,bad
9.2,0.23,0.3,2.94,bad
8.7,0.34,0.46,3.36,bad
6.6,0.545,0.04,3.14,bad
8.1,0.3,0.31,2.99,bad
6.9,0.16,0.3,3.39,bad
8,0.32,0.36,3.29,bad
6.1,0.22,0.23,3.14,bad
6.9,0.16,0.3,3.39,bad
7.5,0.15,0.38,3.24,bad
8.4,0.29,0.29,2.91,bad
6.6,0.37,0.47,3.14,bad
7.7,0.38,0.4,3.18,bad
6.3,0.25,0.23,3.14,bad
8.3,0.3,0.36,3.23,bad
6.6,0.22,0.58,3.1,bad
6.1,0.34,0.31,3.16,bad
7.5,0.22,0.29,3.14,bad
8.3,0.3,0.36,3.23,bad
8,0.27,0.24,3.28,bad
6.1,0.17,0.27,3.2,bad
7.4,0.18,0.3,3.11,bad
6.7,0.16,0.28,3.38,good
6.1,0.255,0.44,3.24,bad
7.4,0.23,0.25,3.42,good
6.4,0.16,0.28,3.31,bad
6.3,0.25,0.23,3.14,bad
6.7,0.27,0.25,3.22,bad
6.9,0.29,0.23,3.17,bad
9.6,0.21,0.28,2.8,bad
6.6,0.62,0.2,3.17,bad
6.4,0.28,0.19,3.31,bad
8,0.3,0.28,3.16,bad
6.4,0.17,0.27,3.46,good
7.3,0.21,0.3,3.4,bad
6.7,0.27,0.25,3.22,bad
6.9,0.29,0.23,3.17,bad
6.6,0.32,0.26,3.17,bad
7.4,0.32,0.22,3.28,bad
6.6,0.37,0.07,3.17,bad
7.7,0.43,0.28,3.16,good
7.8,0.39,0.26,3.04,bad
6.5,0.18,0.26,3.34,bad
7.8,0.4,0.26,3.04,bad
7.8,0.39,0.26,3.04,bad
6.9,0.19,0.28,3.16,bad
7.7,0.49,1,3.24,bad
6.6,0.25,0.35,3.56,bad
6.5,0.18,0.26,3.34,bad
6.4,0.15,0.36,3.42,good
6.4,0.15,0.36,3.42,good
8.4,0.17,0.31,3.24,bad
6.1,0.32,0.37,3.49,bad
8.5,0.21,0.26,3.05,bad
8.7,0.45,0.4,3.27,bad
6.7,0.24,0.29,3.33,good
8.5,0.21,0.26,3.05,bad
7.4,0.33,0.26,3.07,good
7.2,0.26,0.3,3.33,good
8.2,0.36,0.29,3.16,bad
7.8,0.2,0.24,3.08,good
9.4,0.16,0.3,3.15,bad
6.4,0.33,0.24,3.36,bad
7.8,0.22,0.36,3.2,bad
7.4,0.35,0.31,3.27,bad
6.6,0.37,0.24,3.32,bad
6.7,0.37,0.41,3.16,bad
7.1,0.37,0.32,3.19,bad
6.9,0.25,0.27,3.27,good
6.8,0.23,0.29,3.06,bad
6.4,0.26,0.21,3.39,bad
7.6,0.3,0.22,3.08,bad
9.4,0.16,0.23,3.07,bad
6.8,0.23,0.29,3.06,bad
6.4,0.26,0.21,3.39,bad
7.6,0.3,0.22,3.08,bad
7.5,0.33,0.39,3.16,bad
7.6,0.38,0.2,3.15,bad
8.8,0.2,0.43,3.28,bad
7.5,0.33,0.39,3.16,bad
8.8,0.2,0.43,3.28,bad
6.6,0.36,0.21,3.18,bad
7.6,0.38,0.2,3.15,bad
5.6,0.46,0.24,3.29,bad
7.2,0.15,0.38,3.19,bad
8.2,0.42,0.29,3,good
6.8,0.3,0.35,3.09,bad
6.7,0.27,0.3,3.36,good
7.2,0.5,0,3.19,bad
6,0.26,0.29,3.38,bad
6.8,0.33,0.28,3.19,bad
6.8,0.3,0.35,3.09,bad
7.4,0.29,0.31,3.07,bad
8.2,0.42,0.29,3,good
7.3,0.19,0.24,3.36,bad
6.5,0.32,0.12,3.22,bad
7.1,0.32,0.4,3.42,bad
6.5,0.32,0.12,3.22,bad
7.3,0.19,0.24,3.36,bad
7.3,0.17,0.23,3.36,bad
7.7,0.44,0.24,3.12,good
7.7,0.44,0.24,3.12,good
7.4,0.49,0.24,3.13,good
7.7,0.44,0.24,3.12,good
7.4,0.49,0.24,3.13,good
6.4,0.21,0.3,3.6,bad
8,0.55,0.42,2.99,bad
7,0.19,0.23,3.04,bad
7.2,0.24,0.29,3.27,good
6.5,0.34,0.36,3.44,bad
7,0.19,0.23,3.04,bad
6.9,0.18,0.33,3.42,bad
7.2,0.24,0.29,3.27,good
8.2,0.18,0.31,3.07,bad
8.3,0.28,0.45,3.33,bad
6.1,0.34,0.46,3.29,bad
7.4,0.44,0.2,3.27,bad
7.6,0.26,0.58,3.07,bad
7.4,0.44,0.2,3.27,bad
8.7,0.49,0.57,2.98,bad
7,0.24,0.25,3.25,bad
7.1,0.25,0.25,3.2,good
6.1,0.34,0.46,3.29,bad
6.4,0.18,0.31,3.6,good
8.3,0.27,0.39,3.28,bad
6.8,0.24,0.35,3.29,good
8,0.22,0.28,3.14,bad
10,0.91,0.42,3.11,bad
8.9,0.34,0.34,3.14,bad
8.9,0.33,0.34,3.13,bad
8,0.22,0.28,3.14,bad
6.7,0.18,0.19,3.32,bad
7.8,0.2,0.28,3.14,bad
7.3,0.13,0.31,3.24,good
6.6,0.28,0.3,3.24,bad
7.1,0.25,0.3,3.43,bad
7.6,0.36,0.44,3.12,bad
7.6,0.27,0.25,3.34,bad
6.9,0.37,0.28,3.1,bad
7.4,0.21,0.27,3.15,good
8.2,0.18,0.28,3.04,good
6.3,0.19,0.21,3.31,bad
7,0.21,0.22,3.34,bad
5.8,0.33,0.2,3.09,bad
5.8,0.33,0.2,3.09,bad
7.9,0.29,0.31,3.06,bad
6.6,0.31,0.38,3.38,bad
8,0.19,0.3,3.18,bad
8,0.2,0.36,3.08,bad
8,0.25,0.26,3.03,bad
7.2,0.2,0.61,3.06,bad
7.7,0.3,0.42,3.18,bad
7.2,0.2,0.61,3.06,bad
7.7,0.3,0.42,3.18,bad
7.7,0.3,0.42,3.18,bad
6.4,0.22,0.32,3.4,bad
7.2,0.2,0.61,3.06,bad
7,0.53,0.02,3.2,bad
7.3,0.24,0.41,3.37,bad
7.2,0.24,0.4,3.34,bad
7.6,0.15,0.4,3.14,bad
7.7,0.3,0.42,3.18,bad
7.6,0.33,0.41,3.18,bad
6.8,0.24,0.31,3.3,bad
6.8,0.24,0.31,3.3,bad
6.8,0.35,0.44,3.14,bad
7.9,0.26,0.33,2.93,bad
7.5,0.29,0.67,2.9,bad
7.5,0.29,0.67,2.9,bad
7.2,0.31,0.41,3.29,bad
6.7,0.44,0.31,3.29,good
10,0.23,0.27,2.72,bad
7.4,0.21,0.3,2.96,bad
8.8,0.23,0.35,2.93,bad
7.8,0.34,0.27,3.01,bad
7.9,0.26,0.33,2.93,bad
7.5,0.29,0.67,2.9,bad
6,0.28,0.35,3.16,bad
7.9,0.37,0.3,3.12,good
7.2,0.36,0.36,2.93,good
7.6,0.13,0.34,3.21,bad
6.6,0.25,0.36,3.08,bad
7.1,0.18,0.26,3.04,bad
7.9,0.3,0.27,2.96,bad
8.3,0.23,0.3,3.09,bad
6.8,0.43,0.3,3,bad
7.2,0.36,0.36,2.93,good
6.6,0.25,0.36,3.08,bad
7.1,0.18,0.26,3.04,bad
6.6,0.35,0.29,3.17,bad
7.3,0.22,0.5,3.24,bad
8.1,0.26,0.33,3.03,good
7.6,0.13,0.34,3.21,bad
7,0.12,0.19,3.29,bad
8.2,0.37,0.27,2.97,bad
7.6,0.26,0.36,3.15,bad
6.3,0.2,0.58,3.16,bad
6.3,0.22,0.57,3.16,bad
7.1,0.25,0.28,3.05,bad
7,0.27,0.32,3.23,bad
8.8,0.34,0.33,3.08,bad
9.2,0.27,0.34,3.04,bad
7.1,0.49,0.22,3.24,bad
9.2,0.71,0.23,2.89,bad
7.2,0.47,0.65,3,bad
6.8,0.28,0.36,3.23,bad
8.8,0.34,0.33,3.08,bad
9.2,0.27,0.34,3.04,bad
7.3,0.13,0.27,3.23,good
7.2,0.16,0.35,3.33,bad
6.8,0.31,0.32,3.14,bad
8.3,0.36,0.57,2.93,bad
6.8,0.31,0.32,3.14,bad
8.3,0.36,0.57,2.93,bad
6.3,0.25,0.44,3.18,bad
6,0.45,0.42,3.02,bad
8.1,0.26,0.3,2.99,bad
6.4,0.22,0.32,3.6,bad
5.7,0.45,0.42,3.02,bad
7.2,0.19,0.31,3.34,good
6.7,0.31,0.44,3.04,bad
8,0.25,0.13,2.96,bad
9.9,1.005,0.46,3.02,bad
8.1,0.31,0.36,3.01,good
8.1,0.24,0.38,3.37,bad
8,0.25,0.13,2.96,bad
6.4,0.29,0.28,2.89,bad
7.2,0.15,0.33,3.37,bad
7,0.12,0.32,3.29,bad
7.4,0.32,0.55,2.96,bad
8.5,0.17,0.31,2.79,bad
8.5,0.17,0.31,2.79,bad
9.5,0.21,0.47,2.9,bad
8.2,0.21,0.48,3.17,bad
7.4,0.32,0.55,2.96,bad
6.8,0.31,0.42,3.19,bad
6.8,0.27,0.28,3.03,bad
7.4,0.21,0.3,3.12,bad
8,0.23,0.35,3.09,good
7.6,0.2,0.31,3.43,bad
6.3,0.41,0.3,3.53,good
8.3,0.49,0.43,3.23,bad
6.3,0.41,0.3,3.53,good
7.6,0.2,0.26,3.15,bad
7.5,0.26,0.26,3.17,bad
7.5,0.26,0.26,3.17,bad
6.8,0.27,0.35,3.24,bad
6.8,0.28,0.37,3.57,bad
8.4,0.2,0.27,3.25,bad
7.9,0.33,0.26,3.19,bad
7.5,0.38,0.5,3.09,bad
7.6,0.2,0.3,3.14,good
7.6,0.2,0.3,3.14,good
7.6,0.2,0.3,3.14,good
7.6,0.2,0.3,3.14,good
7.6,0.2,0.3,3.14,good
8.1,0.19,0.58,3.2,bad
7.6,0.16,0.41,3.2,bad
8.1,0.22,0.28,3.12,bad
8,0.22,0.32,3.11,bad
7.1,0.33,0.3,3.08,good
6.4,0.43,0.27,3.24,bad
7.6,0.2,0.3,3.14,good
7,0.12,0.28,3.5,bad
7.4,0.3,0.22,3.13,bad
7,0.28,0.33,3.34,bad
8.4,0.2,0.38,3.34,bad
7,0.28,0.33,3.34,bad
8.4,0.2,0.38,3.34,bad
8.4,0.2,0.38,3.34,bad
7.3,0.18,0.31,3.13,bad
6.8,0.31,0.09,3.19,bad
6.7,0.31,0.08,3.18,bad
7.6,0.17,0.35,3.36,bad
7.4,0.3,0.22,3.13,bad
7.4,0.26,0.31,3.42,bad
7,0.28,0.33,3.34,bad
8.4,0.2,0.38,3.34,bad
5.6,0.18,0.31,3.34,bad
7.2,0.15,0.39,3.52,bad
8,0.4,0.33,3.18,good
7,0.25,0.56,3.23,bad
7.2,0.15,0.39,3.52,bad
6.8,0.18,0.46,3.37,bad
6.6,0.32,0.22,3.22,bad
9,0.55,0.3,2.94,bad
6.9,0.19,0.39,3.11,bad
6.3,0.41,0.33,3.3,good
9,0.55,0.3,2.94,bad
7,0.2,0.34,3.25,good
6.6,0.32,0.22,3.22,bad
7.7,0.26,0.34,3.19,bad
6.3,0.21,0.28,3.23,bad
7.6,0.34,0.39,3.11,bad
6.3,0.21,0.28,3.23,bad
8,0.43,0.4,3.07,bad
7.5,0.3,0.71,3.08,bad
6.4,0.26,0.4,3.09,bad
6.9,0.32,0.15,3.13,bad
8.9,0.21,0.34,3.1,bad
7.6,0.34,0.39,3.11,bad
9.5,0.42,0.41,3.06,bad
7.6,0.29,0.26,3.14,bad
6.5,0.25,0.2,3.24,bad
7.2,0.23,0.33,3.41,bad
7.9,0.35,0.36,3.25,bad
8.8,0.2,0.28,2.97,bad
5.7,0.27,0.32,3.8,bad
7.6,0.29,0.26,3.14,bad
5.5,0.14,0.27,3.34,bad
8.7,0.24,0.35,3.08,bad
6.7,0.3,0.45,3.22,bad
5.5,0.14,0.27,3.34,bad
5.6,0.13,0.27,3.34,bad
7.4,0.18,0.34,2.97,bad
5.7,0.385,0.04,3.28,bad
8.7,0.24,0.35,3.08,bad
8.3,0.33,0.43,3.38,bad
6.8,0.34,0.44,3.14,bad
6.8,0.33,0.44,3.14,bad
6.3,0.28,0.24,3.39,good
11.8,0.23,0.38,2.93,bad
6.8,0.21,0.27,3.3,bad
6.8,0.21,0.27,3.3,bad
8.6,0.485,0.29,3.01,bad
8.6,0.485,0.29,3.01,bad
7.3,0.29,0.29,3.07,bad
6.8,0.21,0.27,3.3,bad
6.7,0.31,0.31,3.36,good
7.3,0.29,0.37,3.12,bad
5.7,0.46,0.46,3.13,bad
6.8,0.28,0.44,3.22,bad
6.7,0.23,0.33,3.32,bad
6.9,0.17,0.25,3.16,bad
7.6,0.18,0.36,3.6,bad
6.6,0.22,0.28,3.3,bad
7.8,0.27,0.28,3.15,bad
7.7,0.28,0.29,3.16,bad
7.6,0.29,0.29,3.16,bad
5.7,0.32,0.18,3.44,bad
7.1,0.33,0.25,3.22,good
7.3,0.34,0.3,3.26,bad
6.5,0.19,0.26,3.26,bad
6.6,0.23,0.27,3.27,bad
6.6,0.27,0.29,3.31,bad
6.6,0.22,0.28,3.3,bad
7.6,0.18,0.36,3.6,bad
6.8,0.36,0.32,3.3,bad
7,0.22,0.39,3.52,bad
5.9,0.17,0.3,3.68,bad
7.4,0.45,0.32,3.32,bad
6.8,0.36,0.32,3.3,bad
7.5,0.42,0.14,3.22,bad
7.5,0.33,0.32,3.15,bad
9.4,0.3,0.32,2.85,bad
7.9,0.17,0.32,3.29,bad
7.9,0.17,0.32,3.29,bad
8.2,0.17,0.32,3.14,bad
8.3,0.17,0.31,3.12,bad
8.7,0.15,0.3,3.22,bad
7.9,0.17,0.32,3.29,bad
7.2,0.25,0.19,3.16,bad
7.2,0.24,0.19,3.17,bad
5.3,0.76,0.03,3.34,bad
6.6,0.22,0.53,2.94,bad
6.6,0.22,0.53,2.94,bad
8.4,0.28,0.4,3.4,bad
6.8,0.32,0.34,3.19,bad
6.7,0.24,0.33,3.36,bad
7.4,0.18,0.36,3.42,bad
6,0.16,0.3,3.63,bad
6.7,0.24,0.33,3.36,bad
6.8,0.28,0.35,3.19,bad
6.2,0.34,0.3,3.18,bad
6,0.27,0.15,3.12,bad
6,0.16,0.3,3.63,bad
6.8,0.32,0.34,3.19,bad
8.5,0.24,0.47,3.02,bad
8.1,0.24,0.33,3.16,bad
7.4,0.18,0.36,3.42,bad
7.7,0.23,0.31,3.12,bad
6.5,0.22,0.25,3.3,bad
6.5,0.22,0.25,3.3,bad
6.5,0.22,0.25,3.3,bad
5.7,0.33,0.15,3.38,bad
7.7,0.23,0.31,3.12,bad
6.5,0.22,0.25,3.3,bad
6.8,0.2,0.27,3.14,bad
7.7,0.26,0.32,3.21,bad
6.4,0.2,0.32,3.43,bad
8,0.16,0.36,3.2,bad
6.8,0.25,0.27,3.05,bad
7.7,0.39,0.28,3.19,good
6.9,0.26,0.33,3.39,bad
6.8,0.25,0.27,3.05,bad
7.7,0.39,0.28,3.19,good
6,0.28,0.22,3.2,bad
6.5,0.43,0.28,3.31,bad
9.1,0.33,0.38,3.1,bad
5.9,0.5,0.05,3.43,bad
6.8,0.28,0.39,3.27,bad
7,0.35,0.24,3.35,bad
7.1,0.22,0.32,3.37,bad
7.1,0.22,0.32,3.37,bad
8.3,0.24,0.27,2.99,bad
6.8,0.26,0.32,3.25,bad
7.2,0.16,0.26,3.38,bad
7.9,0.18,0.36,3.25,bad
7.2,0.16,0.26,3.38,bad
5.5,0.24,0.32,3.27,bad
7.1,0.33,0.64,3.05,bad
7.7,0.28,0.35,3.27,bad
7.7,0.28,0.35,3.27,bad
7.5,0.26,0.52,3.1,bad
6.5,0.14,0.32,3.4,good
8.2,0.21,0.32,3.17,bad
7.2,0.2,0.31,3.4,bad
7.2,0.115,0.3,3.44,bad
6.4,0.29,0.2,3.1,bad
7.1,0.33,0.64,3.05,bad
6.8,0.24,0.34,3.24,bad
7,0.24,0.34,3.18,bad
7.7,0.28,0.35,3.27,bad
7,0.22,0.33,3.2,bad
7.5,0.18,0.39,3.27,bad
9.8,0.93,0.45,3.12,bad
7.8,0.29,0.33,3.11,bad
7.9,0.28,0.32,3.05,bad
8.5,0.25,0.27,3.01,bad
7.4,0.18,0.27,3.52,bad
6.3,0.24,0.37,3.3,bad
6,0.33,0.38,3.47,bad
6.8,0.37,0.28,3.23,good
9.9,0.49,0.23,2.77,bad
8.5,0.25,0.27,3.01,bad
8.4,0.22,0.28,2.96,bad
7,0.35,0.31,3.18,bad
7,0.35,0.31,3.18,bad
7.4,0.19,0.3,3.14,good
7.4,0.19,0.3,3.14,good
7.4,0.19,0.3,3.14,good
7.4,0.19,0.3,3.14,good
7.4,0.19,0.3,3.14,good
6.9,0.32,0.13,3.23,bad
