residual sugar,alcohol,density,quality
5.2,9.5,0.995,bad
5.6,9.5,0.9953,bad
5.3,9.8,0.9953,bad
4.9,9.5,0.9952,bad
2.4,10.3,0.996,bad
1.6,9.6,0.9948,bad
2.1,10.2,0.9951,bad
1.4,10.5,0.9931,bad
7.1,10.4,0.9962,bad
1.6,9.6,0.9948,bad
10.7,10.7,0.9959,bad
11.1,10.5,0.9962,bad
10.7,10.6,0.9958,bad
1.6,9.6,0.9948,bad
1.6,9.6,0.9948,bad
1.5,9.5,0.994,bad
1.5,9.4,0.9942,bad
1.6,9.8,0.9942,bad
1.6,9.6,0.9948,bad
8,9.2,0.9964,bad
7.7,9.5,0.9958,bad
2.7,9.2,0.9932,bad
15.1,9.4,0.9986,bad
15.1,9.4,0.9986,bad
8.9,9.3,0.9988,bad
6,9.1,0.9953,bad
12.3,9.5,0.9983,bad
13.1,9.1,1,bad
6.7,10.6,0.9951,bad
12.3,9.5,0.9983,bad
2.3,12.4,0.9906,bad
11.1,8.7,0.9981,bad
1.5,8.8,0.9936,bad
6.7,10.6,0.9951,bad
6,9.1,0.9953,bad
15.2,9,1.0005,bad
10.2,10.3,0.9972,bad
13.1,9.1,1,bad
10.7,9.5,0.9969,bad
17.1,8.8,1.0001,bad
17.1,8.8,1.0001,bad
17.1,8.8,1.0001,bad
1.9,9.9,0.9934,bad
10.7,9.5,0.9969,bad
17.1,8.8,1.0001,bad
1.2,11.7,0.9902,bad
1.2,10.8,0.993,bad
3.1,12,0.9914,bad
1.5,10.3,0.9941,bad
10.7,9,0.9967,bad
4.9,12.2,0.9918,good
12.6,9.9,0.998,bad
10.7,9,0.9967,bad
4.9,12.2,0.9918,good
12.15,10.1,0.9957,bad
12,9.3,0.9986,bad
1.7,9.5,0.9958,bad
2.6,9.2,0.9948,bad
1.4,11.7,0.9918,bad
1.9,11,0.9923,bad
16.9,9.6,0.9998,bad
16.9,9.6,0.9998,bad
2.1,11.9,0.9914,bad
7,10.8,0.9939,bad
7.1,10.1,0.9966,bad
5.9,10.9,0.995,bad
7.1,10.1,0.9966,bad
8.7,10.4,0.994,bad
13.2,9.2,0.9972,bad
15.3,9.6,0.9998,bad
15.3,9.6,0.9998,bad
13.2,9,0.9982,bad
2.7,11.5,0.9924,good
10.65,10.2,0.9972,bad
10,9.9,0.997,bad
6.8,9.6,0.9954,bad
15.6,10.6,0.9962,bad
13.2,9.2,0.9972,bad
5.1,11.8,0.9921,bad
3,12.2,0.9905,bad
15.3,9.6,0.9998,bad
2.1,10.6,0.993,bad
1.9,10.3,0.9941,bad
8.6,10.2,0.9994,bad
8.75,10.7,0.9962,bad
3.6,11.7,0.992,bad
4.7,12,0.9922,bad
1.3,10.6,0.994,bad
1.8,12.2,0.9897,bad
9.7,11,0.9954,bad
4,12.4,0.99,good
2.4,9.4,0.9948,bad
4.7,12,0.9922,bad
18.8,11.6,0.998,bad
1.8,9.4,0.9944,bad
1.8,9.4,0.9944,bad
12.8,9.1,0.9986,good
12.8,9.1,0.9986,good
12.8,9.1,0.9986,good
12.8,9.1,0.9986,good
12.8,9.1,0.9986,good
7.8,9.2,0.996,bad
16.75,9.2,0.9999,bad
12.8,9.1,0.9986,good
12.8,9.1,0.9986,good
7.8,9.2,0.996,bad
5.4,9,0.9951,good
16.75,9.2,0.9999,bad
1.3,10.8,0.993,bad
10.1,9.5,0.9982,bad
3.8,11,0.992,bad
10.9,10,0.9963,bad
6.6,9.5,0.995,bad
9.8,10.1,0.9956,bad
11.7,9.5,0.997,good
1.2,9.5,0.9936,bad
1.4,9.5,0.9935,bad
9.6,9.4,0.9963,bad
12.2,9.4,0.9967,bad
2.6,12.7,0.9912,bad
10.7,9.7,0.9981,bad
4.9,9.7,0.9966,bad
12.2,9.4,0.9967,bad
9.6,9.4,0.9963,bad
1.4,9.5,0.9935,bad
1.1,11.7,0.9902,bad
1,11.7,0.99,bad
8.2,9.7,0.996,bad
11.3,9.5,0.9966,bad
7.3,9.1,0.9962,bad
2.3,10.3,0.994,bad
8.2,9.7,0.996,bad
2.1,9.9,0.994,bad
2,9.9,0.9944,bad
10,10.2,0.9974,bad
15.75,12.1,0.996,bad
3.9,11.3,0.9922,good
2,11.4,0.9917,bad
1.5,12.2,0.9918,bad
1.6,9.9,0.9936,good
1.4,10.3,0.9938,bad
1.5,12.2,0.9918,bad
1.4,10.4,0.9939,bad
2,11.4,0.9917,bad
13.8,9.9,0.9981,bad
1.3,10,0.9941,bad
3.8,11.5,0.9928,bad
6.9,10.5,0.9952,bad
2.2,12.5,0.9898,good
1.6,10.5,0.9914,bad
13.8,9.9,0.9981,bad
10.8,11.4,0.9957,good
12.8,9.8,0.998,bad
10.8,11.4,0.9957,good
15.3,9.2,0.9986,bad
12.1,8.9,0.9983,bad
12,8.9,0.9982,bad
11.6,9.5,0.997,good
9.2,11.5,0.9947,bad
11.6,9.5,0.997,good
9.2,11.5,0.9947,bad
2.8,9.5,0.99416,bad
1.6,9.7,0.99516,bad
6.1,9.7,0.99496,bad
8.5,9.5,0.9974,bad
7.8,9.4,0.99579,bad
14.9,9,0.9983,bad
6.2,10.6,0.99471,bad
8.5,9.5,0.9974,bad
8.2,9.1,0.99644,bad
7.8,9.4,0.99579,bad
10.6,8.8,0.99699,bad
11.2,10.4,0.99758,bad
11.6,8.9,0.9977,bad
7.1,10.6,0.99397,good
14.9,9,0.9983,bad
6.2,10.6,0.99471,bad
1.7,10.6,0.99243,bad
7.7,9,0.9962,bad
17.3,8.8,1.00182,bad
1.4,10.5,0.99384,good
7.7,9.5,0.99582,bad
7.7,9,0.9962,bad
3.4,10.4,0.9924,bad
1.6,10,0.99466,bad
1.4,10.4,0.99212,bad
1.4,9,0.99449,bad
10.4,9.3,0.99748,bad
1.4,9,0.99449,bad
10.4,9.3,0.99748,bad
4.1,9,0.99475,bad
2.8,11.5,0.99189,bad
15.7,9,0.99827,bad
10.9,10.4,0.99752,bad
15.7,9,0.99827,bad
6.5,10.6,0.99479,bad
10.9,10.4,0.99752,bad
5.9,8.5,0.99642,bad
17.3,9.3,1.00047,bad
1.4,10.5,0.99382,good
13.5,9.9,0.99784,bad
8.5,10.4,0.99486,bad
6.2,10.1,0.99537,bad
1.4,10.5,0.99382,good
14.95,9.2,0.99838,bad
7.7,9.4,0.99566,bad
1.3,10.6,0.99268,bad
7.7,9.4,0.99566,bad
1.3,8.7,0.99468,bad
1.3,10.2,0.9933,bad
1.3,10.3,0.99307,bad
15.6,9.5,0.99907,bad
15.6,9.5,0.99907,bad
15.6,9.5,0.99907,bad
15.6,9.5,0.99907,bad
4.9,9.4,0.99471,bad
5,9.4,0.99471,bad
15.6,9.5,0.99907,bad
6.5,12.6,0.99148,good
1.4,10.5,0.99383,good
2.7,10.8,0.99365,bad
1.2,9.9,0.99272,bad
6.5,12.6,0.99148,good
6.4,12.2,0.99235,good
6.9,10,0.99508,bad
7.2,10.6,0.9946,good
10.6,9.5,0.99674,bad
3.5,12.8,0.99018,good
6.4,12.2,0.99235,good
2.3,12.6,0.99084,good
12.05,9.4,0.99856,bad
7,9,0.99591,bad
11.8,9.1,0.9975,bad
1.4,9.4,0.9944,bad
5,12.2,0.99173,good
2.2,10,0.99378,bad
14.6,9.2,0.99805,bad
1.6,9.3,0.99534,bad
1.3,9.8,0.99232,bad
14.6,9.2,0.99805,bad
2.8,12,0.99078,good
1.6,9.3,0.99534,bad
3.3,12.6,0.99061,good
6.3,12.2,0.99182,bad
8.1,11,0.9966,bad
1.6,12,0.9912,good
10.6,8.8,0.99779,bad
11.8,8.9,0.99814,bad
1.7,12.7,0.99096,good
8.1,11.8,0.99379,bad
1.4,10.2,0.99426,bad
1.3,9.9,0.99228,bad
1.8,11.1,0.99335,bad
7.2,9.4,0.99595,bad
1.1,9.7,0.99297,bad
11.95,9.7,0.99687,bad
1.1,9.7,0.99297,bad
11.95,9.7,0.99687,bad
2.2,9.8,0.99445,bad
12.7,9.3,0.9986,bad
1.4,10.5,0.99154,bad
10.6,9.3,0.9981,bad
1.9,12.6,0.98993,good
17.8,8.9,1.00241,bad
10.2,10.3,0.99716,bad
4.8,10.6,0.99437,bad
9.8,9,0.9972,bad
8.4,9.7,0.99756,bad
7.2,9.5,0.99509,bad
4.8,10.3,0.99572,bad
8.4,9.7,0.99756,bad
4.5,12.3,0.99175,good
1.4,10.5,0.99254,bad
7.2,9.5,0.99509,bad
11,10,0.99676,bad
11.1,8.8,0.9979,bad
2.6,10.9,0.99194,bad
2,12.2,0.99077,bad
10.1,9.5,0.99782,bad
13.3,10,0.99942,bad
11.4,9.6,0.99708,bad
1.3,8.7,0.99353,bad
1.4,10.7,0.99256,good
1.4,11.1,0.99199,bad
7,12.5,0.9918,good
2,10.4,0.99354,bad
1.2,11.5,0.99244,bad
12.9,9.4,0.99831,bad
5,9.3,0.99396,bad
10.1,10.1,0.99724,bad
3.75,9.7,0.99524,bad
1.7,10.5,0.9927,bad
12.6,9.7,0.99802,bad
1.3,9.2,0.99512,bad
1.6,9.8,0.99438,bad
7.6,9,0.99679,bad
8.1,9.1,0.99652,bad
14.9,10.4,0.99698,bad
6,10.7,0.99474,bad
6,10.5,0.99511,good
7.2,9.2,0.99582,bad
3,11.5,0.99125,bad
1.2,10.4,0.99256,bad
2,12,0.9911,bad
4.9,12.2,0.99168,bad
2,12,0.9911,bad
8.9,9.8,0.99556,bad
16.45,9.3,1.00098,bad
2,9.6,0.99516,bad
1.9,9.5,0.99516,bad
5.1,10.2,0.99518,bad
4.4,10.4,0.99347,good
5.8,11,0.9929,bad
4.4,10.4,0.99347,good
12.9,8.7,0.99841,bad
1.3,9.9,0.99362,bad
1.3,9.9,0.99361,bad
1.2,11.3,0.9914,bad
2.7,12,0.99114,good
1.7,10.7,0.9925,good
8.2,10.1,0.99453,bad
1.5,9.6,0.9938,good
1.5,9.6,0.9938,bad
12.9,8.7,0.99806,bad
3.9,10.3,0.9961,bad
17.75,9.1,1.00016,bad
4.9,11.8,0.9916,bad
1.6,11.9,0.99116,bad
1.4,10.3,0.99319,bad
2,10,0.99517,bad
2,10.2,0.99514,bad
8.2,10,0.99566,bad
2.1,12.7,0.99166,bad
1.8,9.6,0.99587,bad
8.5,9.5,0.99558,bad
4.45,12.7,0.99117,bad
5.8,11,0.99399,bad
13,9.1,0.99741,bad
2.7,10.2,0.99405,bad
7.3,10.1,0.99622,bad
19.1,9.2,1.00051,bad
8.8,9.4,0.99803,bad
2.7,10.2,0.99405,bad
7.4,9.2,0.99773,bad
2.3,10,0.99397,bad
6.85,10.1,0.99622,bad
11.4,9,0.99713,bad
0.9,9.5,0.99274,bad
19.35,9.1,1.00118,bad
7.9,13.3,0.99176,good
11.75,9.5,0.9969,bad
7.7,9.2,0.99771,bad
3,10.1,0.99411,bad
7.7,9.2,0.99771,bad
3,10.1,0.99411,bad
1.5,11.2,0.99194,bad
7.5,9.8,0.99558,bad
1.5,11.2,0.99194,bad
7.5,9.8,0.99558,bad
8.3,9.4,0.99577,bad
7.05,9,0.99564,bad
8.4,9.4,0.99578,bad
13.9,8.9,0.99888,bad
17.5,9.1,1.00014,bad
5.6,9.8,0.99441,bad
9.4,9.4,0.99594,bad
4.8,10,0.99437,bad
9.4,9.4,0.99594,bad
9.7,9.9,0.9979,bad
6.3,10,0.99434,bad
1.6,11.5,0.99203,bad
14.6,9.2,0.998,bad
2.5,10,0.99316,bad
14.6,9.2,0.998,bad
2.6,10,0.99314,bad
2.5,10,0.99316,bad
8.2,9.8,0.99612,bad
1.5,10.5,0.99295,bad
2.3,10.6,0.99394,bad
10,9.4,0.99642,bad
10,9.4,0.99642,bad
1.6,11,0.99248,good
1.6,10.8,0.99268,bad
16,9,0.99954,bad
10.4,9.6,0.99692,bad
7.4,10.6,0.99592,bad
7.4,10.6,0.99592,bad
10.4,9.6,0.99692,bad
16.05,9.2,0.99822,bad
16.05,9.2,0.99822,bad
2.6,9.5,0.99402,bad
2.5,9.5,0.99404,bad
10.8,10.3,0.99787,good
1.2,8.8,0.99347,bad
12.1,8.7,0.99838,bad
11.95,8.7,0.99839,bad
1.7,10.2,0.99375,bad
0.8,10.1,0.99155,bad
1.4,9.5,0.9936,bad
1.3,9.5,0.99434,bad
6.3,11.6,0.9922,good
10.3,10.7,0.99571,bad
15.55,10.1,0.99658,bad
1.5,11.1,0.99076,good
1.5,9.8,0.99496,bad
1.4,9,0.9937,bad
1.5,11.1,0.99076,good
7.9,9.5,0.99542,bad
13,9.4,0.99825,bad
1,10.2,0.99289,bad
4.85,9.8,0.99432,bad
7.1,9.5,0.99523,bad
7.9,9.5,0.99542,bad
7.5,9,0.9959,bad
7.6,10.1,0.99543,bad
10.3,8.8,0.99662,bad
1.7,11.9,0.99088,bad
1.7,11.9,0.99088,bad
19.95,9.3,0.99922,bad
7.7,10,0.9966,bad
5.3,9.5,0.99466,bad
19.95,9.3,0.99922,bad
12.7,9.7,0.99836,bad
12.7,9.7,0.99836,bad
1.5,10.2,0.99238,bad
11.3,10.8,0.99645,bad
18.1,8.8,1,bad
18.1,8.8,1,bad
7,11.4,0.99376,bad
18.1,8.8,1,bad
6.4,9.8,0.99513,bad
1.4,9.4,0.99556,bad
1.4,9.4,0.99556,bad
3.1,9.4,0.99543,bad
14.1,9.4,0.99886,bad
7.7,9.7,0.99526,bad
5.2,12.3,0.99166,good
11.6,9.8,0.99691,bad
10.4,9,0.99732,bad
7.5,9.2,0.99573,bad
11.2,9.4,0.99656,bad
0.8,9.9,0.99112,bad
1.4,9.8,0.99214,bad
4.7,12.3,0.99165,good
3.1,11.9,0.99004,good
4,10.2,0.99463,bad
11.3,9.5,0.99683,bad
3.1,11.9,0.99004,good
8.1,9.2,0.99596,bad
14.8,9.7,0.99898,bad
1.4,11.5,0.99114,good
8.1,10.4,0.99508,good
3.5,11.6,0.99306,bad
14.8,9.7,0.99898,bad
8.1,10.4,0.99508,good
1.4,11.5,0.99114,good
1.5,10.2,0.99342,bad
1.5,9.8,0.99345,bad
12.8,9,0.99772,bad
1.6,10.5,0.99239,bad
7.1,9.4,0.99502,bad
7.1,9.4,0.99502,bad
11.2,10.8,0.99479,bad
1.7,10.7,0.99207,good
6.7,10.6,0.99497,bad
17.3,9.2,0.99828,bad
8.6,9.5,0.99542,bad
8.6,9.5,0.99542,bad
1.5,10,0.99228,bad
12.1,10.6,0.99706,bad
6.7,10.6,0.99497,bad
10.7,10.6,0.99669,bad
17.3,9.2,0.99828,bad
1.8,11,0.99269,bad
1.4,11.2,0.99196,bad
7.5,9.6,0.99662,bad
4.8,9.4,0.99475,bad
7.1,9.5,0.99544,bad
16.9,9.3,0.99944,bad
4.8,9.4,0.99475,bad
7.1,9.5,0.99544,bad
11.3,9.4,0.9966,bad
1.1,11.2,0.99066,good
1.2,11.2,0.9907,good
1.1,11.2,0.99066,good
12.9,8.8,0.998,bad
1.2,11.2,0.9907,good
1.1,11.2,0.99066,good
1.2,9.4,0.99307,bad
2.3,11.1,0.99106,bad
10,9.6,0.99696,bad
2.3,11.1,0.99106,bad
1.2,9.4,0.99307,bad
1.4,10.6,0.99167,bad
14.9,8.9,0.99902,bad
1.8,12.3,0.98992,good
1.8,11.4,0.99182,bad
7,9.6,0.99556,bad
8.6,10.3,0.99582,bad
1.8,11.4,0.99182,bad
1.1,12.1,0.98972,bad
1.3,9.9,0.99352,bad
4.9,9.7,0.9946,bad
1.9,10.5,0.99273,bad
10.4,8.9,0.99628,bad
10,9.4,0.99582,bad
8.6,9.6,0.99553,bad
1.7,12.6,0.98914,good
1.7,9.2,0.99354,bad
18.95,10.4,0.99976,bad
12.8,9,0.99808,good
12.8,9,0.99808,good
12.8,9,0.99808,good
12.8,9,0.99808,good
12.8,9,0.99808,good
12.8,9,0.99808,good
0.7,9.2,0.9919,bad
12.8,9,0.99808,good
1.4,9.7,0.99499,bad
13.3,10.1,0.99655,bad
8.5,11,0.99615,good
1.5,10.8,0.99296,bad
11.7,10.8,0.99482,bad
5,13.5,0.99079,good
1.2,10.6,0.99366,bad
2.1,9.8,0.99434,bad
1.4,11.7,0.98958,bad
2.1,9.8,0.99434,bad
16,9,0.99938,bad
1.1,11.3,0.99059,good
15.3,9.4,0.99835,bad
1.4,11.7,0.98958,bad
2.8,11.3,0.99159,good
2.8,11.3,0.99159,good
0.9,12,0.98931,bad
2.5,10.6,0.9938,bad
8.1,10.8,0.99558,bad
8.2,10.8,0.99563,bad
0.9,12,0.98931,bad
11.1,9.4,0.99691,bad
7.8,9.4,0.9959,bad
2.8,11.3,0.99159,good
10.1,9.4,0.99628,bad
3.2,12,0.99076,bad
14.2,10.3,0.99678,good
14.2,10.3,0.99678,good
14.2,10.3,0.99678,good
2.9,11.3,0.99089,good
6,9.4,0.99537,bad
20.4,8.7,1.0002,bad
10.1,9.4,0.99628,bad
2.9,11.3,0.99089,good
14.2,10.3,0.99678,good
3.2,12,0.99076,bad
0.95,8,0.99332,bad
1.7,10.4,0.99316,good
1.7,10.7,0.99272,good
9,10.2,0.99636,bad
1.3,10.9,0.99202,bad
1.4,10.5,0.99148,bad
2.4,11.7,0.99064,good
16,8.6,0.99884,bad
11.4,9,0.99773,bad
14.35,8.7,1.00013,bad
2.1,12.8,0.98974,bad
11.4,9,0.99773,bad
14.35,8.7,1.00013,bad
1.1,11.8,0.99112,bad
1.1,11.6,0.99136,bad
1.2,11.8,0.99132,bad
15.8,10.6,0.99642,bad
5.2,9.7,0.99488,bad
5.2,10.3,0.99527,bad
9.6,10.2,0.99578,bad
5.2,10.1,0.99352,good
1.2,10.9,0.99199,good
0.8,9.3,0.99198,bad
14.45,10.2,0.99756,bad
9.6,10.2,0.99578,bad
6.9,9.5,0.99561,bad
3.4,9.3,0.99347,bad
2.3,12.9,0.98936,good
11,8.7,0.99786,bad
5.95,9.4,0.99705,bad
5.1,10.1,0.9942,bad
5.4,10,0.9948,bad
1.2,11.1,0.99116,good
12.6,10.3,0.99688,good
1,12.2,0.98974,bad
6.6,9.3,0.99542,bad
1.5,11.3,0.99154,bad
1,10.8,0.99118,bad
1.1,11.2,0.99044,good
6.6,12.5,0.9914,good
8.2,9.3,0.9979,bad
2,12.9,0.98892,good
1.4,11.2,0.99114,good
2,12.6,0.99188,bad
7.5,9.3,0.99583,bad
2,12.9,0.98892,good
2,12.9,0.98892,good
13.3,9.5,0.99704,good
2.85,11.9,0.9911,bad
5.6,10.3,0.99334,good
5.6,10.3,0.99334,good
1,11.2,0.99094,bad
3.2,12,0.99014,bad
1,9.6,0.99304,bad
7.1,9.2,0.99652,bad
2.4,12.9,0.98944,bad
11.2,9.3,0.99772,bad
9.5,12.1,0.99367,bad
1,9.6,0.99304,bad
1.8,11.2,0.99183,bad
2.6,11.2,0.99126,good
2.4,12.9,0.98944,bad
8,9.2,0.99577,bad
11.2,9.3,0.99772,bad
7.1,9.2,0.99652,bad
3.3,9.3,0.99428,bad
10.3,10.7,0.99388,bad
1.2,9.8,0.99208,bad
1.6,10.3,0.99256,bad
10.3,10.7,0.99388,bad
9.65,11.3,0.9925,bad
16.4,8.8,0.99904,bad
1.5,10.8,0.99216,bad
1.2,9.8,0.99208,bad
3.3,9.3,0.99428,bad
5,11.5,0.99165,good
16.3,8.8,0.99924,bad
16.3,8.8,0.99924,bad
16.3,8.8,0.99924,bad
6.5,9.4,0.9956,bad
6.4,9.4,0.99562,bad
10.2,9.6,0.9972,bad
16.3,8.8,0.99924,bad
7.4,9.3,0.9958,bad
13.7,8.9,0.99976,bad
13.7,8.9,0.99976,bad
1.3,10,0.99296,bad
7.4,9.1,0.9957,bad
7.4,9.3,0.9958,bad
7.45,9.4,0.99579,bad
7.2,10.1,0.99541,bad
13.7,8.9,0.99976,bad
10.4,10.8,0.99518,bad
1.1,10,0.99168,bad
6.5,10.9,0.99276,bad
4.6,12,0.99085,good
13.9,9.3,0.99873,bad
5.2,12.3,0.99172,good
1.7,10.4,0.99312,bad
6.5,10.9,0.99276,bad
16.4,10.5,0.9972,bad
3.6,9.8,0.99278,bad
1.5,10.5,0.99092,bad
12.4,9.9,0.9962,bad
1.7,11.4,0.99053,good
6.2,9.2,0.99858,bad
6.2,9.7,0.9984,bad
2.6,10,0.99335,bad
1.7,11.4,0.99053,good
9.3,10.3,0.9949,bad
12.4,9.9,0.9962,bad
1.5,10.5,0.99092,bad
9.1,9.8,0.99532,good
12,9.3,0.99727,bad
4.8,12.4,0.99026,good
12.3,9.3,0.99668,bad
12,9.3,0.99727,bad
2.7,9.5,0.9952,bad
3.6,10.5,0.99144,bad
3.6,10.5,0.99144,bad
4.3,12.8,0.99015,good
1.8,10.8,0.9914,bad
11.8,10,0.99693,bad
1.8,11.8,0.99035,good
11.8,10,0.99693,bad
1.8,11.8,0.99035,good
1.4,12,0.99006,bad
6.6,12.6,0.99126,bad
1.55,11.9,0.98994,good
0.7,10.6,0.98985,bad
6.4,9.2,0.9971,bad
11.8,10,0.99882,bad
4.3,9.2,0.99477,bad
5.1,9.3,0.99478,bad
5.8,10.2,0.99576,bad
5.9,10.2,0.99578,bad
1.3,8.7,0.99354,bad
1.4,10.7,0.99244,bad
1.2,12.1,0.99084,bad
7.4,9.5,0.99612,bad
10.8,11.2,0.99356,bad
1.8,12,0.98952,bad
7.4,9.5,0.99612,bad
1.2,12.1,0.99084,bad
1.4,10.7,0.99244,bad
14.4,8.8,0.99955,good
1.7,10.8,0.99374,bad
3.6,13.1,0.9892,good
3.6,12.5,0.99144,good
10.05,11.7,0.99352,good
10.05,11.7,0.99352,good
10.5,11.6,0.9935,good
1.9,11.3,0.99237,bad
3.6,12.5,0.99144,good
1.65,11.4,0.99022,bad
1.9,12.2,0.99032,bad
65.8,11.7,1.03898,bad
6.85,10.4,0.99587,bad
7.4,10.4,0.99587,bad
7.4,10.4,0.99587,bad
20.2,9.1,0.99976,bad
11,12.2,0.99354,bad
20.2,9.1,0.99976,bad
6.2,9.4,0.99552,bad
6.2,9.4,0.99552,bad
6.85,10.4,0.99587,bad
8,9.2,0.99604,bad
8.2,9.4,0.99584,bad
2.2,13.5,0.98894,good
10.1,9.4,0.9963,bad
7.2,10.9,0.993,good
2.2,13.5,0.98894,good
10.1,9.4,0.9963,bad
1.6,11.4,0.99068,good
1.3,12.4,0.98964,good
8,9.2,0.99604,bad
8.2,9.4,0.99584,bad
5.3,10.5,0.9923,bad
14,11.5,0.99437,good
7.2,10.9,0.993,good
1.6,10.8,0.99238,bad
11.8,8.9,0.99801,bad
9.6,8.9,0.99802,bad
6.1,9.4,0.99566,bad
2.7,12.2,0.99067,good
3.6,12.1,0.99066,good
1.7,10.9,0.9929,bad
1.6,10.1,0.9934,bad
2.7,12.2,0.99067,good
1,13,0.98912,good
0.9,11,0.99066,bad
1.6,10.8,0.99228,bad
1,13,0.98912,good
10.6,9.3,0.9958,bad
2,11.4,0.99052,bad
1.2,9.2,0.99312,bad
6.2,9.9,0.9968,bad
9.2,10.5,0.99502,bad
5,12.4,0.99084,bad
6.3,9.5,0.99573,bad
3.3,10.5,0.99256,bad
8,9.1,0.9959,bad
1.2,11.5,0.99084,good
1.2,11.5,0.99084,good
16.2,11.2,0.99644,bad
11.6,10.8,0.99526,bad
7.2,9.4,0.9954,bad
1.1,11,0.99095,bad
3.4,11.3,0.99188,good
1.4,11.2,0.9909,bad
3.3,10.5,0.99256,bad
8,9.1,0.9959,bad
9.3,10.4,0.99581,bad
2.3,11.2,0.99132,good
0.9,11.1,0.98936,good
3.5,11.2,0.99136,bad
1.7,10.5,0.99142,bad
1.3,10,0.99232,bad
1.3,10,0.99232,bad
5.6,10.9,0.993,bad
7.4,10.9,0.99311,good
2.3,11.2,0.99132,good
1,11.7,0.98993,bad
1.5,10,0.99208,bad
10,9.5,0.99776,bad
14.9,9,0.99839,bad
9.3,10,0.99574,bad
1,11.9,0.99093,bad
1,10.6,0.99156,bad
5.9,11,0.99278,bad
5,11.2,0.9924,good
1.25,12,0.98984,good
3.9,12.6,0.99035,good
5,11.2,0.9924,good
0.8,10.5,0.99165,bad
1,10.2,0.9923,bad
5.9,11,0.99278,bad
1.6,12.2,0.99008,bad
1.3,12.3,0.98964,bad
1,10.6,0.99156,bad
1.1,10.4,0.9909,bad
1.25,12,0.98984,good
1.4,12.7,0.9889,good
1.2,10.6,0.99178,bad
5,12.3,0.99076,bad
1.4,12.7,0.9889,good
1.7,11.4,0.99046,bad
1.8,12,0.98999,good
1.6,12.4,0.98946,good
1.5,12.1,0.98976,good
1.7,11.4,0.99046,bad
13.9,10.7,0.99672,bad
5.9,9.3,0.99482,bad
2.1,12.7,0.98945,bad
1.1,11.7,0.98883,bad
6.7,10.7,0.99362,bad
2.7,11.8,0.99075,good
6.7,9.9,0.99436,bad
3.95,13.4,0.98988,good
7.75,12.8,0.99158,good
10.6,12.8,0.99265,bad
1.6,10.5,0.99195,bad
2.5,11.5,0.99168,bad
0.7,10.5,0.9918,bad
11.1,13,0.99313,bad
5.15,12.4,0.9895,good
4.7,10.2,0.9932,bad
9.7,9,0.99848,bad
1.7,12,0.9909,good
1.4,11.7,0.99014,good
2,10,0.9952,bad
7.5,10.3,0.99652,bad
9.7,9,0.99848,bad
0.8,11.1,0.99104,bad
13.1,9,0.99772,bad
1.1,10.5,0.9922,bad
2.2,11.9,0.99076,good
8.9,9.4,0.99622,bad
1.1,11.4,0.9902,bad
0.9,10.8,0.99114,good
1.7,9.8,0.9938,bad
6.9,9.3,0.99594,bad
1.1,11.4,0.9902,bad
1,11.3,0.99035,bad
1,11.3,0.99032,bad
7.6,9.5,0.99558,bad
8.9,9.4,0.99622,bad
2.2,11.9,0.99076,good
1.2,9.3,0.99413,bad
1,11.4,0.99043,bad
1,11.4,0.99043,bad
3.1,12.7,0.98982,bad
1.95,13.5,0.98934,good
2.2,11.2,0.9902,bad
8.75,10.7,0.99449,bad
11.9,10.8,0.99629,bad
2.7,10.5,0.9948,bad
5.45,13,0.98984,good
6.3,10.8,0.99326,bad
14.4,9.1,0.99834,bad
7.8,10.1,0.99555,bad
1.6,11.9,0.98975,good
9.1,12,0.99216,good
9.1,12,0.99216,good
14.4,9.1,0.99834,bad
1.3,11.6,0.9901,good
1.6,11.9,0.98975,good
11.3,10.2,0.99573,bad
6.3,10.8,0.99326,bad
0.7,9.8,0.99215,bad
1.25,11.4,0.98993,bad
0.7,9.8,0.99218,bad
7.8,10.1,0.99555,bad
10.3,9.8,0.99564,good
10.3,9.8,0.99564,good
7.8,10.7,0.99397,bad
8.7,10.6,0.99576,bad
8.3,9.3,0.99601,bad
10.3,9.8,0.99564,good
7.8,10.7,0.99397,bad
1.2,14,0.98713,good
8.3,11,0.99308,bad
8.3,11,0.99308,bad
6.2,9.4,0.99582,bad
5,9,0.99494,bad
1.8,9,0.9929,bad
1.6,10,0.99471,bad
1.8,9,0.9929,bad
1.8,9,0.9929,bad
2.9,12.4,0.99037,good
6,11.3,0.99304,bad
0.9,12,0.99026,bad
1.1,11.7,0.98986,bad
1.6,10,0.99471,bad
5.45,13.2,0.98951,good
14.05,11,0.99634,good
8,11,0.99368,bad
13.1,9.2,0.99792,bad
4.9,13,0.99026,good
1.3,10.6,0.99362,bad
2.2,13,0.98919,good
14.9,9,0.99835,bad
14.9,9,0.99835,bad
0.95,11.5,0.99038,bad
1.4,11,0.99104,bad
0.95,11.5,0.99038,bad
1.7,9.9,0.99286,bad
5.6,10.4,0.99296,bad
14.9,9,0.99835,bad
7.1,9.9,0.9954,bad
1.2,11,0.9914,bad
9.6,12.1,0.99286,bad
11.4,9.7,0.99604,bad
11.4,9.7,0.99604,bad
7.9,12.2,0.99119,good
5,12.4,0.99007,good
11.1,10.5,0.99507,good
8,10.4,0.99596,bad
3.8,12,0.99011,bad
10.55,12.7,0.99184,bad
10.2,10.9,0.99469,good
