free sulfur dioxide,total sulfur dioxide,pH,sulphates,quality
19,72,3.39,0.72,bad
6,26,3.07,0.6,bad
23,42,3.34,0.72,good
7,11,3.61,0.54,bad
13,25,3.36,0.76,good
9,17,3.19,0.52,good
13,52,3.22,0.64,good
10,45,3.24,0.6,good
11,24,3.27,0.64,good
7,20,3.14,0.79,good
11,24,3.29,0.99,good
6,12,3.26,0.62,good
10,21,3.41,0.76,good
10,21,3.41,0.76,good
10,21,3.41,0.76,good
6,12,3.26,0.62,good
6,10,3.31,0.68,good
5,9,3.2,0.69,good
6,11,3.44,0.54,bad
9,23,3.36,0.67,bad
5,10,3.31,0.62,bad
12,51,3.29,0.58,bad
25,36,3.47,0.71,good
12,32,3.36,0.61,bad
18,38,3.16,0.85,bad
7,18,3.27,0.62,bad
6,16,3.38,0.69,bad
20,27,3.15,0.69,bad
18,38,3.16,0.85,bad
24,48,3.34,0.86,bad
6,10,3.13,0.58,good
23,113,3.13,0.48,bad
29,46,3.2,0.6,bad
7,22,3.46,0.61,bad
6,10,3.33,0.87,bad
6,10,3.33,0.87,bad
6,13,3.22,0.65,good
6,12,3.52,0.63,bad
7,13,3.3,0.62,good
35,72,3.44,0.52,bad
35,72,3.44,0.52,bad
31,119,3.15,0.5,bad
9,29,3.28,0.49,good
3,6,3.13,0.63,bad
8,17,3.32,0.71,bad
13,28,3.25,0.62,bad
51,70,3.34,0.82,bad
8,17,3.32,0.71,bad
3,6,3.13,0.63,bad
7,11,3.45,0.58,bad
3,7,3.19,0.55,good
35,70,3.44,0.5,bad
19,27,3.16,0.49,bad
14,21,3.14,0.51,bad
19,27,3.16,0.49,bad
31,68,3.45,0.48,bad
30,47,3.36,0.48,bad
31,68,3.45,0.48,bad
20,88,3.15,0.43,bad
19,41,3.39,0.62,bad
3,11,3.71,0.63,good
3,11,3.71,0.63,good
4,10,3.12,0.48,bad
7,12,3.47,0.53,bad
6,12,3.44,0.72,good
31,47,3.26,0.82,good
13,27,3.26,0.84,good
4,8,3.36,0.55,good
27,45,3.25,0.54,bad
4,8,3.36,0.55,good
13,27,3.26,0.84,good
12,25,3.26,0.84,good
12,24,3.23,0.7,good
26,55,3.18,0.68,bad
7,12,3.25,0.55,good
12,19,3.17,0.55,bad
11,32,3.23,0.48,bad
22,31,3.38,0.58,bad
3,7,3.22,0.58,bad
14,27,3.06,0.84,bad
12,28,3.27,0.75,good
36,109,2.89,0.44,bad
36,109,2.89,0.44,bad
10,23,3.53,0.61,bad
3,8,3.2,0.53,bad
3,8,3.2,0.53,bad
4,9,3.35,0.54,bad
3,9,3.27,0.55,bad
12,18,3.32,0.56,good
17,43,3.33,0.6,bad
14,36,3.41,0.56,bad
28,52,3.49,0.52,bad
41,68,3.37,0.54,bad
12,18,3.32,0.56,good
9,14,3.42,0.55,good
9,15,3.35,0.58,good
5,14,3.36,0.53,bad
14,27,3.3,0.59,bad
15,48,3.2,0.47,bad
5,17,3.17,0.65,good
26,35,3.22,0.59,good
20,56,3.35,0.56,bad
25,42,3.24,0.77,good
21,39,3.33,0.83,bad
16,32,3.58,0.67,bad
13,26,3.38,0.64,bad
21,39,3.33,0.83,bad
18,39,3.29,0.81,good
12,53,3.36,0.62,bad
32,38,3.32,0.58,bad
33,45,3.31,0.62,bad
27,51,3.49,0.64,bad
3,14,3.27,0.78,bad
6,17,3.27,0.77,bad
27,51,3.49,0.64,bad
16,45,3.03,1.34,bad
19,25,3.56,0.55,bad
9,20,3.38,0.77,good
5,77,3.13,0.62,bad
5,77,3.13,0.62,bad
3,10,3.21,0.59,good
28,90,3.15,0.57,bad
30,52,3.19,0.76,good
3,10,3.21,0.59,good
3,8,3.14,0.7,bad
7,16,3.21,0.69,good
6,15,3.3,0.64,bad
6,17,3.22,0.63,bad
5,10,3.28,0.57,bad
6,20,3.29,0.6,bad
13,26,3.4,0.72,good
3,10,3.02,0.83,good
3,10,3.02,0.83,good
28,52,3.31,0.62,bad
19,37,3.18,0.89,good
30,92,3.2,0.58,bad
33,75,3.4,0.58,bad
16,37,3.31,0.58,bad
30,92,3.2,0.58,bad
45,67,3.44,0.86,good
3,8,3.15,0.73,bad
3,8,3.27,0.58,bad
3,8,3.27,0.58,bad
37.5,278,3.01,0.51,good
3,8,3.16,0.51,bad
37.5,289,3.01,0.51,good
31,70,3.42,0.59,bad
32,59,3.33,0.77,bad
31,70,3.42,0.59,bad
40,64,3.12,0.49,bad
3,9,3.38,0.66,good
18,30,3.29,0.69,bad
22,41,3.02,0.76,good
22,41,3.02,0.76,good
42,74,2.98,0.63,good
8,19,3.35,0.6,bad
10,16,3.43,0.59,bad
11,31,3.33,0.86,good
9,17,3.35,0.49,bad
6,20,3.15,0.5,bad
9,17,3.35,0.49,bad
5,18,3.2,0.52,bad
5,16,3.15,0.81,good
5,18,3.2,0.52,bad
23,36,3.11,0.78,bad
14,25,3.35,0.63,bad
18,30,3.45,0.54,bad
14,25,3.35,0.63,bad
16,25,3.28,0.66,bad
13,49,3.41,0.6,bad
9,17,3.21,0.54,bad
10,24,3.27,0.85,good
4,13,3.36,0.49,bad
27,66,3.17,0.76,bad
6,14,3.25,0.64,bad
23,55,3.78,0.64,good
6,35,3.29,0.71,bad
3,10,3.12,0.59,bad
29,80,3.49,0.66,bad
15,21,3.38,0.6,bad
15,21,3.38,0.6,bad
15,21,3.38,0.6,bad
14,24,3.3,0.53,bad
7,15,3.52,0.58,bad
8,17,3.2,0.72,good
21,28,3.44,0.55,bad
27,33,3.45,0.48,bad
17,29,3.12,0.65,bad
3,13,3.62,0.62,bad
13,27,3.14,0.59,good
3,11,3.39,0.54,bad
26,52,3.51,0.6,bad
28,89,3.22,0.68,bad
24,70,3.21,0.69,bad
5,10,3.18,0.63,bad
57,135,3.32,0.44,bad
18,38,3.38,0.88,good
10,18,3.37,0.68,good
6,15,3.3,0.74,good
22,50,3.38,0.6,bad
6,13,3.22,0.76,bad
6,13,3.22,0.76,bad
29,94,3.14,0.58,bad
16,86,3.34,0.64,bad
33,79,3.41,0.65,bad
24,71,3.27,0.85,bad
6,12,3.3,0.65,bad
16,20,3.61,0.82,bad
35,70,3.43,0.62,bad
31,51,3.53,0.81,bad
6,21,3.28,0.87,bad
6,14,3.21,0.49,good
9,21,3.39,0.66,bad
6,11,3.23,0.52,bad
4,12,3.3,0.76,good
16,70,3.46,0.65,bad
9,38,3.15,0.53,bad
17,38,3.23,0.66,bad
50,63,3.59,0.68,bad
9,38,3.15,0.53,bad
45,88,3.33,0.76,good
16,101,3.46,0.87,good
22,54,3.42,1.16,bad
11,37,3.16,0.67,bad
6,20,3.14,0.72,good
12,21,3.21,0.75,bad
12,19,3.14,0.71,good
10,21,3.29,0.67,bad
10,21,3.29,0.67,bad
15,38,3.01,1.1,bad
7,60,2.94,0.98,bad
29,48,3.32,0.88,good
8,44,3.21,0.56,bad
5,14,3.32,0.62,bad
5,12,3.2,0.67,bad
26,44,3.42,0.68,bad
5,16,3.27,0.74,bad
26,65,3.46,0.62,bad
26,65,3.46,0.62,bad
48,59,3.61,0.7,bad
23,47,3.58,0.5,bad
6,11,3.35,0.66,good
17,78,3.68,0.73,bad
11,47,3.27,0.81,bad
11,47,3.27,0.81,bad
5,11,3.19,0.46,bad
41,54,3.38,0.86,bad
16,61,3.29,0.6,bad
11,119,3.36,0.7,bad
6,39,3.33,0.46,bad
6,12,3.52,0.5,bad
6,39,3.33,0.46,bad
11,119,3.36,0.7,bad
5,19,3.3,0.44,bad
6,20,3.28,0.57,bad
6,12,3.56,0.51,bad
11,41,3.52,0.8,good
6,12,3.56,0.51,bad
15,64,3.22,0.59,bad
21,56,3.52,0.6,bad
23,94,3.21,0.58,bad
4,9,3.16,0.54,bad
19,77,3.15,0.79,bad
23,94,3.21,0.58,bad
4,9,3.16,0.54,bad
5,10,3.27,0.54,good
6,12,3.35,0.69,good
33,76,3.14,0.55,bad
24,44,3.4,0.85,good
24,44,3.4,0.85,good
24,44,3.4,0.85,good
24,52,3.35,0.94,bad
24,44,3.4,0.85,good
14,24,3.45,0.87,good
8,15,3.35,0.62,bad
22,53,3.32,0.62,bad
8,15,3.35,0.62,bad
5,13,3.15,0.75,bad
6,9,3.1,0.48,bad
20,29,3.26,0.56,bad
10,79,3.29,0.69,bad
43,74,3.23,0.81,bad
8,24,3.24,0.69,bad
25,50,3.2,0.83,bad
17,44,3.28,0.77,bad
17,44,3.28,0.77,bad
33,89,3.26,0.46,bad
9,23,3.23,0.76,bad
8,20,3.07,0.82,bad
18,77,3.15,0.51,bad
27,46,3.02,0.47,bad
8,21,3.27,0.72,bad
18,88,3.68,0.73,good
19,66,3.4,0.64,bad
15,58,3.37,0.78,bad
48,90,3.38,0.62,bad
19,66,3.4,0.64,bad
14,36,3.23,0.49,bad
11,18,3.39,0.4,bad
6,113,3.3,0.56,bad
7,17,3.26,0.64,bad
11,18,3.39,0.4,bad
12,24,3.38,0.46,bad
11,20,3.45,0.56,bad
36,60,3.1,0.4,bad
28,65,3.16,0.59,bad
15,40,3.22,0.6,bad
10,86,3.37,0.62,bad
72,160,3.33,0.54,bad
15,34,3.49,0.68,bad
15,48,3.12,0.48,bad
15,34,3.49,0.68,bad
22,36,3.41,0.75,bad
24,37,3.4,0.61,bad
24,37,3.4,0.61,bad
27,60,3.28,0.59,bad
6,14,3.45,0.58,bad
6,13,3.43,0.58,bad
20,35,3.4,0.69,bad
26,46,3.47,0.45,bad
43,60,3.1,0.42,bad
12,69,3.32,0.7,bad
15,33,3.44,0.63,bad
15,33,3.44,0.63,bad
19,56,3.02,1.15,bad
17,24,3.59,0.55,bad
34,66,3.15,0.58,bad
13,26,3.37,0.46,bad
26,51,3.38,0.72,bad
16,36,3.38,0.6,bad
16,36,3.38,0.6,bad
13,19,3.1,0.87,bad
21,51,3.47,0.55,bad
28,87,3.5,0.82,good
26,60,3.7,0.75,bad
24,64,3.38,0.57,bad
25,44,3.5,0.53,bad
34,44,3.1,0.43,bad
17,36,3.24,0.53,bad
13,81,3.24,0.54,bad
3,10,3.28,0.56,bad
3,10,3.35,0.6,bad
13,81,3.24,0.54,bad
3,9,3.14,0.57,good
28,54,3.37,0.64,bad
28,54,3.37,0.64,bad
9,22,3.33,0.68,bad
17,69,3.26,0.63,bad
18,36,3.39,0.56,bad
20,47,3.15,0.57,bad
17,31,3.35,0.54,bad
3,7,3.22,0.37,bad
20,110,3.3,1.17,bad
20,110,3.3,1.17,bad
6,12,3.36,0.59,bad
25,60,3.29,0.75,bad
14,28,3.62,0.67,bad
6,12,3.34,0.49,bad
25,60,3.29,0.75,bad
51,77.5,3.2,0.45,bad
51,77.5,3.2,0.45,bad
15,29,3.35,0.61,bad
11,18,3.45,0.56,bad
5,9,3.5,0.4,bad
15,28,3.78,0.61,bad
20,57,3.6,0.74,bad
4,15,3.3,0.8,bad
28,68,3.36,0.66,bad
21,68,3.12,0.44,bad
24,88,3.3,0.53,bad
22,91,3.29,0.62,bad
15,29,3.41,0.52,bad
22,91,3.29,0.62,bad
27,63,3.28,0.61,bad
24,88,3.3,0.53,bad
12,27,3.33,0.59,bad
14,41,3.34,0.47,bad
20,65,3.4,0.54,bad
24,69,3.4,0.53,bad
17,91,3.26,0.58,bad
16,46,4.01,0.59,bad
10,41,3.18,0.69,bad
17,91,3.26,0.58,bad
18,64,2.9,1.33,bad
12,88,3.26,0.66,bad
16,46,4.01,0.59,bad
9,18,3.18,0.55,bad
21,55,3.18,0.82,good
18,34,3.39,0.6,bad
18,34,3.39,0.6,bad
18,34,3.39,0.6,bad
18,34,3.39,0.6,bad
13,38,3.34,0.52,bad
17,91,3.29,0.56,bad
17,91,3.29,0.56,bad
31,67,3.26,0.46,bad
6,25,3.09,0.43,bad
12,48,3.18,0.51,bad
4,11,3.39,0.52,bad
19,40,3.38,0.66,bad
15,26,3.36,0.45,bad
15,26,3.36,0.45,bad
15,26,3.36,0.45,bad
13,31,3.36,0.54,bad
13,31,3.36,0.54,bad
13,31,3.36,0.54,bad
17,31,3.37,0.51,bad
13,31,3.36,0.54,bad
8,20,3.09,0.53,bad
10,28,3.25,0.53,bad
5,13,3.52,0.56,bad
7,12,3.34,0.39,bad
7,12,3.34,0.39,bad
21,41,3.41,0.52,bad
32,73,3.34,0.57,bad
8,46,3.32,0.51,bad
14,57,3.37,0.46,bad
14,57,3.37,0.46,bad
7,28,3.35,0.52,bad
5,32,3.36,0.44,bad
4,28,3.36,0.44,bad
27,67,3.6,0.59,bad
52,98,3.28,0.5,bad
6,28,3.07,0.65,bad
11,38,3.24,0.56,bad
13,54,3.36,0.54,bad
6,28,3.07,0.65,bad
11,63,3.29,0.48,bad
10,31,3.46,0.53,bad
10,42,3.18,0.62,bad
10,45,3.24,0.5,bad
9,105,3.25,1.18,bad
16,74,3.27,0.5,bad
4,8,3.33,0.37,bad
12,66,3,1.17,bad
5,14,3.21,1.03,bad
12,66,3,1.17,bad
34,89,3.24,0.45,bad
16,29,3.32,0.51,bad
13,100,3.26,0.52,bad
7,31,3.11,0.46,bad
23,74,3.71,0.62,bad
10,28,3.29,0.51,bad
11,35,3.36,0.62,bad
11,35,3.36,0.62,bad
4,25,3.38,0.45,bad
25,105,3.3,0.49,bad
25,105,3.3,0.49,bad
20,84,3.19,0.5,bad
34,85,3.19,0.42,bad
8,23,3.3,0.58,bad
8,23,3.3,0.58,bad
7,49,3.35,0.68,bad
36,111,3.1,0.53,bad
15,33,3.58,0.59,bad
5,33,3.37,0.58,bad
5,12,3.17,0.48,bad
19,59,3.3,0.48,bad
27,73,3.32,0.48,bad
3,12,3.31,0.65,bad
4,11,3.31,0.65,bad
17,104,3.28,0.52,bad
13,28,3.52,0.62,good
10,24,3.42,0.72,bad
33,141,3.25,0.51,bad
33,141,3.25,0.51,bad
6,24,3.44,0.82,bad
3,13,3.23,1.1,good
12,46,3.43,0.62,bad
18,34,3.28,0.9,good
8,22,3.22,0.94,bad
40,54,3.54,0.93,bad
35,53,3.27,1.01,good
40,54,3.54,0.93,bad
5,16,3.5,0.44,bad
8,19,3.56,0.73,bad
8,22,3.22,0.94,bad
12,89,3.04,0.9,bad
3,15,3.2,0.78,bad
8,18,3.56,0.84,bad
3,15,3.2,0.78,bad
21,37,3.35,0.77,good
3,19,3.16,0.46,bad
32,133,3.27,0.45,bad
3,19,3.16,0.46,bad
24,58,3.34,0.58,bad
39,55,3.39,0.84,bad
14,31,3.5,0.67,bad
8,23,3.26,0.7,bad
8,23,3.26,0.7,bad
23,60,3.41,0.71,bad
6,23,3.3,0.58,bad
27,55,3.31,0.63,bad
38,67,3.33,0.93,bad
18,47,3.37,0.62,bad
13,74,3.26,0.54,bad
3,11,3.48,0.85,bad
11,25,3.42,0.74,good
55,95,3.18,0.77,bad
55,95,3.18,0.77,bad
27,90,3.15,0.65,bad
15,39,3.53,0.54,bad
3,8,3.41,0.47,bad
31,92,3.32,0.68,bad
15,28,3.23,0.73,good
19,98,3.16,0.52,bad
18,30,3.4,0.75,bad
8,22,3.38,0.49,bad
31,92,3.32,0.68,bad
19,98,3.16,0.52,bad
18,30,3.4,0.75,bad
22,39,3.4,0.74,bad
40,54,3.4,0.73,bad
15,29,3.23,0.76,good
15,28,3.23,0.73,good
8,17,3.33,0.78,good
37,53,3.35,0.76,good
27,85,3.41,0.58,bad
7,23,3.21,0.69,bad
9,17,3.5,0.63,bad
38,89,3.3,0.5,bad
27,85,3.41,0.58,bad
8,20,3.39,0.6,bad
7,15,3.32,0.8,good
34,64,3.41,0.68,bad
6,13,3.59,0.61,bad
14,31,3.36,0.58,bad
14,39,3.34,0.53,bad
34,53,3.41,0.67,bad
34,53,3.41,0.67,bad
31,54,3.3,0.65,good
19,32,3.52,0.57,bad
31,54,3.3,0.65,good
20,49,3.31,0.55,bad
8,24,2.88,0.47,bad
8,16,3.43,0.52,bad
23,44,3.38,0.79,bad
14,45,3.38,0.54,bad
48,82,3.16,0.75,bad
16,89,3.54,0.88,good
48,82,3.16,0.75,bad
16,89,3.54,0.88,good
3,14,3.4,0.52,bad
10,22,3.39,0.68,bad
6,13,3.66,0.62,bad
10,22,3.39,0.68,bad
3,9,3.33,0.57,bad
6,12,3.35,0.61,bad
4,11,3.53,0.64,bad
8,25,3.37,0.55,bad
9,23,3.38,0.6,bad
9,17,3.52,0.78,bad
5,13,3.72,0.58,bad
4,11,3.44,0.76,bad
8,18,3.39,0.56,bad
5,13,3.72,0.58,bad
6,18,3.57,0.54,bad
23,147,3.26,0.59,bad
15,28,3.42,0.7,good
15,28,3.35,0.81,bad
23,147,3.26,0.59,bad
7,16,3.45,0.63,bad
7,13,3.53,0.58,bad
7,16,3.45,0.63,bad
8,15,3.26,0.53,bad
21,64,3.16,0.53,bad
15,60,3.31,0.54,bad
6,14,3.51,0.69,bad
5,12,3.36,0.55,bad
6,12,3.55,0.63,bad
6,14,3.51,0.66,bad
5,12,3.36,0.55,bad
17,25,3.38,0.72,bad
7,20,3.28,0.7,bad
26,48,3.47,0.77,bad
19,27,3.44,0.67,bad
11,17,3.53,0.65,bad
17,65,3.33,0.6,bad
16,65,3.53,0.72,bad
16,65,3.53,0.72,bad
23,58,3.42,0.97,bad
29,44,3.38,0.83,bad
7,20,3.32,0.63,bad
14,27,3.44,0.58,bad
29,44,3.38,0.83,bad
9,23,3.39,0.43,bad
23,58,3.42,0.97,bad
29,61,3.34,0.6,bad
22,47,3.39,0.78,bad
18,34,3.33,0.64,bad
18,38,3.3,0.65,bad
15,24,3.29,0.66,bad
21,59,3.31,0.67,bad
42,52,3.42,0.6,bad
9,18,3.42,0.69,bad
13,28,3.6,0.66,bad
18,22,3.21,0.68,bad
32,84,3.39,0.61,bad
13,29,3.42,0.62,good
15,35,3.36,0.59,bad
24,45,3.6,0.68,bad
20,31,3.5,0.64,bad
15,26,3.57,0.63,bad
34,60,3.46,0.78,bad
11,32,3.56,0.63,bad
19,49,3.4,0.76,good
29,38,3.3,0.56,bad
14,19,3.25,0.57,bad
12,19,3.17,0.81,good
16,28,3.36,0.64,bad
17,26,3.36,0.61,bad
12,26,3.55,0.51,bad
19,50,3.1,0.58,bad
17,24,3.24,0.7,good
17,26,3.45,0.53,bad
18,27,3.44,0.54,bad
32,54,3.51,0.66,bad
18,28,3.41,0.6,bad
15,23,3.54,0.6,bad
15,24,3.44,0.68,good
12,20,3.53,0.56,bad
15,23,3.54,0.6,bad
66,115,3.22,0.56,bad
31,131,3.21,0.52,bad
31,131,3.21,0.52,bad
31,131,3.21,0.52,bad
12,20,3.29,0.54,bad
12,20,3.29,0.54,bad
12,20,3.29,0.54,bad
26,42,3.39,0.82,bad
24,52,3.34,0.71,bad
12,20,3.29,0.54,bad
25,42,3.34,0.59,bad
15,34,3.48,0.57,bad
19,35,3.37,0.93,bad
15,25,3.44,0.65,bad
35,104,3.33,0.51,bad
15,50,3.58,0.67,bad
23,92,3.39,0.48,bad
12,20,3.26,0.64,bad
16,29,3.3,0.78,bad
13,27,3.54,0.6,bad
13,20,3.42,0.67,bad
24,32,3.54,0.6,bad
9,26,3.36,0.6,bad
24,32,3.54,0.6,bad
13,27,3.57,0.5,bad
32,98,3.33,0.62,bad
24,34,3.29,0.8,good
22,48,3.3,0.84,bad
34,60,3.34,0.85,bad
18,28,3.55,0.66,bad
34,102,3.27,0.78,bad
29,79,3.29,0.54,bad
26,35,3.32,0.82,bad
16,26,3.67,0.56,bad
29,40,3.42,0.75,bad
28,38,3.42,0.82,bad
32,44,3.45,0.58,bad
39,51,3.52,0.76,bad
29,40,3.42,0.75,bad
32,44,3.57,0.71,bad
18,42,3.39,0.66,bad
45,170,3,0.45,bad
14,132,3.3,0.49,bad
30,97,3.26,0.44,bad
47,186,3.19,0.4,bad
47,186,3.19,0.4,bad
30,97,3.26,0.44,bad
30,136,3.18,0.47,bad
45,170,3,0.45,bad
14,132,3.3,0.49,bad
28,129,3.22,0.45,bad
11,63,2.99,0.56,bad
17,109,3.14,0.53,bad
16,75,3.18,0.63,bad
48,143,3.54,0.52,good
41,172,2.98,0.67,bad
28,112,3.25,0.55,good
30,99,3.24,0.36,bad
29,75,3.33,0.39,good
17,171,3.12,0.53,bad
34,133,3.22,0.5,bad
29,75,3.33,0.39,good
19,102,3.17,0.35,good
41,122,3.47,0.48,good
25,168,3.05,0.51,bad
16,142,3.42,0.47,bad
56,245,3.25,0.5,bad
35,146,3.45,0.44,bad
32,141,3.38,0.53,bad
17,132,3.19,0.49,bad
37,114,3.1,0.71,good
20,142,3.2,0.53,bad
7,47,3.47,0.4,bad
31,100,3.19,0.44,bad
43,117,3.42,0.51,bad
22,179,3.37,0.37,bad
21,123,3.19,0.42,bad
25,149,3.24,0.35,bad
38,138,3.13,0.28,bad
45,149,3.21,0.36,bad
45,149,3.21,0.36,bad
63,158,3.11,0.36,bad
63,157,3.1,0.34,bad
28,160,3.13,0.46,bad
33,152,3.22,0.56,bad
33,154,3.24,0.56,bad
38,167,3.16,0.53,good
63,206,3.27,0.52,bad
62,207,3.25,0.52,bad
28,160,3.13,0.46,bad
32,150,3.36,0.48,bad
31,173,3.35,0.44,bad
39,124,3.34,0.58,good
21,82,3.32,0.46,good
39,108,3.31,0.35,bad
38,132,3.05,0.38,bad
29,191,3.13,0.52,bad
37,213,3.09,0.5,bad
50,147,3.3,0.36,bad
25,78,3.11,0.38,bad
44,111,3.36,0.34,bad
30,123,3.03,0.46,bad
50,147,3.3,0.36,bad
17,151,3.02,0.34,bad
25,78,3.11,0.38,bad
31,122,3.15,0.46,bad
29,120,3.22,0.54,bad
27,124,3.22,0.49,good
81,174,3.14,0.42,bad
30,96,3.33,0.64,good
21,105,3.13,0.35,bad
48,244,3.1,0.51,bad
50.5,238.5,3.32,0.6,bad
31,201,3.69,0.71,bad
9,72,2.95,0.49,bad
30,96,3.33,0.64,good
21,105,3.13,0.35,bad
31,87,3.26,0.37,good
20,69,3.31,0.65,good
26,103,2.94,0.56,bad
21,105,3.27,0.37,bad
34,114,3.39,0.77,bad
51,166,3.21,0.6,bad
47,164,3.17,0.42,bad
42,207,3.33,0.46,bad
54,155,3.11,0.45,bad
52,152,3.12,0.46,bad
55,156,3.09,0.44,bad
69,202,3.22,0.48,bad
54,155,3.11,0.45,bad
52,152,3.12,0.46,bad
55,156,3.09,0.44,bad
65,243,3.12,0.47,bad
47,136,3.26,0.4,good
48,136,3.25,0.41,good
51,148,3.21,0.44,good
62,240,3.04,0.42,bad
26,164,3.14,0.5,bad
15,80,2.95,0.36,good
4,83,2.89,0.3,bad
26,164,3.14,0.5,bad
52,192,3,0.44,bad
64,162,3.4,0.41,bad
55,164,3.34,0.39,bad
44,170,2.99,0.46,bad
52,192,3,0.44,bad
34,109,3.2,0.35,bad
64,162,3.4,0.41,bad
60,171,3.16,0.59,bad
60,171,3.16,0.59,bad
37,187,3.27,0.6,bad
64,163,2.89,0.39,bad
45,255,3.04,0.52,bad
68,195,3.01,0.47,bad
29,150,3.22,0.51,bad
29,150,3.22,0.51,bad
8,103,3.63,0.4,bad
25,143,3.31,0.44,bad
16,85,3.19,0.42,bad
68,195,3.01,0.47,bad
57,196,3.04,0.5,bad
21,87,3.22,0.51,bad
42,138,3.01,0.54,bad
31,131,3.29,0.34,bad
14,146,3.29,0.36,bad
40,158,3.21,0.36,bad
63,143,3.27,0.48,bad
29,126,3.14,0.42,bad
48,203,3.45,0.54,good
47,179,3.3,0.57,good
46,184,3.31,0.57,bad
7,57,3.39,0.37,bad
48,203,3.45,0.54,good
59,241,3.23,0.57,bad
46,188,3.24,0.51,bad
55,203,3.19,0.52,bad
44,179,3.26,0.56,bad
36,121,3.12,0.38,bad
49,155,3.16,0.44,bad
30,96,3.15,0.54,good
18,79,3.23,0.52,bad
20,77,3.3,0.43,bad
49,155,3.16,0.44,bad
38,107,3.21,0.54,bad
24,99,3.18,0.53,bad
19,87,3.12,0.54,bad
37,114,3,0.39,bad
53,168,3.28,0.37,bad
15,97,3.38,0.36,bad
19,80,3.38,0.58,good
23,116,2.99,0.38,bad
46,152,3.12,0.32,good
58,135,3.14,0.43,bad
23,116,2.99,0.38,bad
41,97,3.14,0.45,bad
12,76,3.06,0.84,bad
48,198,2.89,0.42,bad
48,198,2.89,0.42,bad
38,124,3.29,0.42,good
43,119,3.36,0.33,good
43,119,3.36,0.33,good
38,124,3.29,0.42,good
27,159,2.98,0.4,bad
14,85,3.28,0.39,bad
48,198,2.89,0.42,bad
64,205,3.15,0.5,bad
72,177,3.16,0.49,bad
39,197,3.14,0.59,bad
25,98,3.08,0.44,good
20,151,3.08,0.54,bad
5,110,2.87,0.29,bad
29,133,3.12,0.54,bad
17,96,3.13,0.39,bad
4,100,3.03,0.39,bad
31,130,3.35,0.33,good
33,173,3.09,0.64,bad
50,151,3.11,0.27,bad
19,65,3.03,0.41,bad
57,170,3.28,0.39,bad
9,108,3.11,0.35,bad
41,176,3.19,0.68,bad
42,173,3.19,0.66,bad
61,183,3.09,0.43,bad
48,167,2.93,0.5,bad
64,227,3.18,0.58,bad
64,226,3.02,0.63,bad
66,230,3.02,0.63,bad
49,166,3.12,0.61,bad
42,119,3.15,0.5,bad
26,109,3.26,0.57,good
54,210,3.09,0.54,bad
55,211,3.09,0.55,bad
48,167,2.93,0.5,bad
28,123,3.02,0.37,bad
34,125,3.36,0.42,bad
75,181,3.02,0.41,bad
76,180,3.02,0.39,bad
75,183,3.01,0.38,bad
54,214,3.13,0.47,bad
52,204,3.1,0.49,bad
54,214,3.13,0.47,bad
55,196,3.15,0.5,bad
52,204,3.1,0.49,bad
53,236,3.2,0.5,bad
39,134,3.33,0.53,bad
36,114,3.28,0.5,bad
45,153,3.15,0.43,bad
38,126,3.21,0.34,bad
20,124,2.99,0.51,bad
15,77,3.32,0.74,bad
23,170,3.22,0.77,bad
12,68,3.31,0.34,bad
35,111,3.32,0.59,good
38,126,3.21,0.34,bad
31,122,3.44,0.37,bad
35,105,3.3,0.44,good
55,152,3.31,0.38,bad
45,164,3.03,0.33,bad
55,152,3.31,0.38,bad
60,167,3.31,0.44,bad
43,161,3.04,0.32,bad
45,164,3.03,0.33,bad
33,172,3,0.55,bad
35,105,3.3,0.44,good
33,144,3.42,0.39,bad
31,140,3.39,0.54,bad
39,145,3.32,0.39,bad
41,200,3.5,0.5,bad
66,272,3.17,0.52,bad
41,200,3.5,0.5,bad
39,145,3.32,0.39,bad
26,142,3.37,0.46,bad
38,194,3.34,0.51,bad
49,208,3.31,0.51,bad
55,194,3.09,0.44,bad
55,194,3.09,0.44,bad
55,194,3.09,0.44,bad
55,194,3.09,0.44,bad
54,221,3.27,0.5,bad
40,120,3.34,0.41,good
28,159,3.48,0.64,bad
49,197,3.2,0.46,bad
23,90,3.13,0.5,bad
23,100,3.15,0.38,good
64.5,218.5,3.3,0.58,bad
40,142,3.14,0.46,bad
20,249.5,3.37,0.79,bad
26,139,3.16,0.61,good
12,77,3.25,0.36,good
12,76,3.25,0.37,good
18,119,3.38,0.45,bad
40,199,3.72,0.7,bad
41,197,3.02,0.5,bad
40,142,3.14,0.46,bad
5,109,3.53,0.43,bad
37,158,3.21,0.52,bad
45,147,3.32,0.58,good
8,97,3.27,0.41,good
8,97,3.27,0.41,good
23,118,3.32,0.5,bad
3,75,3.28,0.34,bad
36,108,3.32,0.42,bad
36,156,2.93,0.47,bad
15,95,3.17,0.33,bad
66,231,3.08,0.59,bad
22,167,3.1,0.48,bad
36,156,2.93,0.47,bad
32,180,3.25,0.51,bad
34,149,3.34,0.57,bad
34,145,3.34,0.57,bad
36,147,3.34,0.57,bad
32,180,3.25,0.51,bad
33,147,3.33,0.58,bad
44,148,3.29,0.38,bad
30,123,3.24,0.38,bad
59,234,3.05,0.61,bad
51,169,3.14,0.57,bad
50,166,3.14,0.58,bad
9,60,2.89,0.5,bad
