show_id;type;title;director;cast;country;date_added;release_year;rating;duration;listed_in;description;IMDB_titleID;IMDB_rating;IMDB_rating_votes;IMDB_title_name
80241248;TV Show;The Politician;;Ben Platt, Gwyneth Paltrow, Jessica Lange, Zoey Deutch, Lucy Boynton, Bob Balaban, David Corenswet, Julia Schlaepfer, Laura Dreyfuss, Theo Germaine, Rahne Jones, Benjamin Barrett;United States;2019-09-27;2019;TV-14;1 Season;TV Comedies, TV Dramas, Teen TV Shows;Rich kid Payton has always known he's going to be president. But first he has to navigate the most treacherous political landscape of all: high school.;/title/tt7971476/;7.6;10724; The Politician
80060037;Movie;Much Loved;Nabil Ayouch;Loubna Abidar, Asmaa Lazrak, Halima Karaouane, Sara El Mhamdi Elaaloui, Abdellah Didane, Danny Boushebel, Carlo Brandt, Camélia Montassere;France, Morocco;2017-09-27;2015;TV-MA;104 min;Dramas, Independent Movies, International Movies;Four friends who make their living as prostitutes in Morocco deal with both the dangers and stigma that come with their profession.;/title/tt4685750/;6.2;2017; Much Loved
60003155;Movie;Joseph: King of Dreams;Rob LaDuca, Robert C. Ramirez;Ben Affleck, Mark Hamill, Richard Herd, Maureen McGovern, Jodi Benson, Judith Light, James Eckhouse, Richard McGonagle, David Campbell, Steven Weber, Dan Castellaneta, Rene Auberjonois, Ken Hudson Campbell, Tom Virtue, Jeff Bennett;United States;2011-09-27;2000;TV-PG;75 min;Children & Family Movies, Dramas, Faith & Spirituality;With his gift of dream interpretation and his brilliantly colored coat, Joseph inspires jealousy in his brothers in this animated Bible story.;/title/tt0264734/;6.5;10188; Joseph: King of Dreams
81177238;Movie;Malaal;Mangesh Hadawale;Meezaan Jaffrey, Sharmin Segal, Chinmaya Surve, Anil Gawas, Sonal Jha, Sanjay Gurbaxani, Sameer Dharmadhikari, Deepak Damle;India;2019-09-26;2019;TV-14;133 min;International Movies, Romantic Movies;Class divides become thorns in the budding romance between the crony of a nativist Mumbai politician and the new, North Indian resident of his chawl.;/title/tt10305616/;5.8;530; Malaal
70270775;Movie;The Grandmaster;Wong Kar Wai;Tony Leung Chiu-wai, Zhang Ziyi, Chang Chen, Xiao Shen-Yang, Zhao Benshan, Song Hye-kyo, Wang Qingxiang, Zhang Jin, Lo Hoi-pang, Cung Le, Julian Cheung;Hong Kong, China;2019-09-26;2013;PG-13;108 min;Action & Adventure, Dramas, International Movies;As the Japanese invasion looms, Chinese kung fu master Ip Man's world changes when rival master Gong Er and her father arrive in his village.;/title/tt1462900/;6.6;29634; The Grandmaster
80215923;Movie;The Hurricane Heist;Rob Cohen;Toby Kebbell, Maggie Grace, Ryan Kwanten, Ralph Ineson, Melissa Bolona, Ben Cross, Jamie Andrew Cutler;United States;2018-09-26;2018;PG-13;103 min;Action & Adventure;A deadly hurricane with mile-high waves provides the perfect cover for stealing $600 million from a U.S. Treasury outpost in Mississippi.;/title/tt5360952/;5.1;16899; The Hurricane Heist
80151483;Movie;Def Comedy Jam 25;Louis J. Horvitz;Dave Chappelle, Steve Harvey, Cedric the Entertainer, Martin Lawrence, Tiffany Haddish, Katt Williams, Craig Robinson, D.L. Hughley, Eddie Griffin, J.B. Smoove, Joe Torry, Kid Capri, Mike Epps, Sheryl Underwood, Tracy Morgan, Deon Cole;United States;2017-09-26;2017;TV-MA;82 min;Stand-Up Comedy;"In this special live event, giants of stand-up come together to commemorate the 25th anniversary of Russell Simmons's groundbreaking Def Comedy Jam.""""""""";/title/tt7427130/;6.6;818; Def Comedy Jam 25
80173625;Movie;Restless Creature: Wendy Whelan;Linda Saffire, Adam Schlesinger;Peter Martins, Sean Suozzi, Gretchen Smith, Ashley Laracey, Tiler Peck, Damian Woetzel, Albert Evans, Sterling Hyltin, Craig Hall, Peter Boal, Karen Young, Michelle Rodriguez, Jock Soto, Adam Barrett;United States;2017-09-26;2016;TV-MA;94 min;Documentaries;After 30 years with the New York City Ballet, celebrated dancer Wendy Whelan redefines herself as an artist in a new stage of life.;/title/tt5119264/;7.1;268; Restless Creature: Wendy Whelan
80005444;Movie;Print the Legend;Luis Lopez, Clay Tweel;;United States;2014-09-26;2014;TV-14;100 min;Documentaries;This award-winning, original documentary chronicles the race for market leadership in 3D printing, the next wave of technological evolution.;/title/tt3557464/;7.1;1737; Print the Legend
80244682;Movie;Birders;Otilia Portillo Padua;;United States, Mexico;2019-09-25;2019;TV-G;38 min;Documentaries, International Movies;Bird watchers on both sides of the U.S.-Mexico border share their enthusiasm for protecting and preserving some of the world's most beautiful species.;/title/tt10907798/;6.3;120; Birders
80166318;Movie;Leap!;Eric Summer, Éric Warin;Bronwen Mantel, Mel Brooks, Maddie Ziegler, Dane DeHaan, Julie Khaner, Elle Fanning, Terrence Scammell, Tamir Kapelian, Carly Rae Jepsen;France, Canada;2019-09-25;2016;PG;89 min;Children & Family Movies, Comedies;Félicie and Victor, two young friends in 1880s France, escape from an orphanage to pursue their dreams in Paris, the glittering City of Lights.;/title/tt2261287/;6.8;1791; Leap!
80108976;Movie;USS Indianapolis: Men of Courage;Mario Van Peebles;Nicolas Cage, Tom Sizemore, Thomas Jane, Matt Lanter, James Remar, Brian Presley, Johnny Wactor, Adam Scott Miller, Cody Walker, Callard Harris;United States;2019-09-25;2016;R;130 min;Action & Adventure;After becoming stranded in the Philippine Sea during World War II, a tenacious Navy crew faces a dire lack of supplies and a string of shark attacks.;/title/tt2032572/;5.2;10261; USS Indianapolis: Men of Courage
80208155;Movie;A Wrinkle in Time;Ava DuVernay;Storm Reid, Oprah Winfrey, Reese Witherspoon, Mindy Kaling, Deric McCabe, Levi Miller, Chris Pine, Gugu Mbatha-Raw, Zach Galifianakis, Michael Peña, Bellamy Young, André Holland, Will McCormack, Rowan Blanchard, Daniel MacPherson;United States;2018-09-25;2018;PG;110 min;Children & Family Movies;Years after their father disappears, Meg and her younger brother Charles Wallace cross galaxies on a quest to save him from the heart of darkness.;/title/tt1620680/;4.2;37763; A Wrinkle in Time
80198423;Movie;Teach Us All;Sonia Lowman;;United States;2017-09-25;2017;TV-14;81 min;Documentaries;It's been decades since Brown v. Board of Education, yet American schools remain largely segregated. Some leaders are working to change that.;/title/tt6588332/;6.6;59; Teach Us All
80162144;Movie;White Island;Benjamin Turner;Lyndon Ogbourne, Billy Zane, Billy Boyd, Joel Dommett, Elliot Gleave, Gala Gordon, Darren Day, Owain Arthur, Craig Gazey, Ben Cura;United Kingdom;2017-09-25;2016;TV-MA;91 min;Comedies, Independent Movies, Thrillers;Returning to Ibiza after several years walking the straight and narrow in London, Connor falls back in with a criminal crowd. It's like he never left.;/title/tt4911876/;4.3;213; White Island
81053953;Movie;Inside Man: Most Wanted;Michael J. Bassett;Aml Ameen, Rhea Seehorn, Roxanne McKee, Urs Rechn, Akshay Kumar, Tanya van Graan, Andre Jacobs, Sven Ruygrok;United States;2019-09-24;2019;R;106 min;Action & Adventure;A hotshot NYPD negotiator butts heads with the FBI and meets his match in a meticulous criminal mastermind as she attempts to rob the Federal Reserve.;/title/tt7832848/;5.6;1737; Inside Man: Most Wanted
81074113;Movie;Jeff Dunham: Beside Himself;Troy Miller;Jeff Dunham;United States;2019-09-24;2019;TV-MA;58 min;Stand-Up Comedy;Jeff Dunham takes the stage in Dallas with his old pals Peanut, Walter, José Jalapeño, Bubba J and Achmed to poke fun at himself and American culture.;/title/tt10847194/;6.7;675; Jeff Dunham: Beside Himself
80992496;Movie;China Salesman;Tan Bing;Li Dong Xue, Mike Tyson, Steven Seagal, Janicke Askevold, Li Ai, Eriq Ebouaney, Clovis Fouin, Wang Zijian;China;2018-09-24;2017;TV-MA;111 min;Action & Adventure, International Movies;A Chinese engineer travels to a war-torn African country to rebuild its telecommunications but instead finds massive corruption and explosive danger.;/title/tt6015706/;3.0;1027; China Salesman
70304191;Movie;Swearnet: The Movie;Warren P. Sonoda;Mike Smith, John Paul Tremblay, Robb Wells, Patrick Roach, Mishael Morgan, Sarah Jurgens, Shannon Leroux, Dana Woods, Howard Jerome, Tom Green;Canada;2017-09-24;2014;NR;112 min;Comedies, International Movies;After losing a TV network deal, the Trailer Park Boys launch their own Internet series, but they soon confront personal and creative differences.;/title/tt2380564/;5.9;2223; Swearnet: The Movie
81176200;Movie;Manmadhudu 2;Rahul Ravindran;Nagarjuna Akkineni, Rakul Preet Singh, Lakshmi, Rao Ramesh, Vennela Kishore, Jhansi, Devadarshini Chetan, Nishanti;India;2019-09-23;2019;TV-MA;152 min;Comedies, Dramas, International Movies;Under pressure to marry, a perennial bachelor hires a much younger woman to act as his fiancée, but her bond with his family throws his plan for a loop.;/title/tt10076106/;4.8;384; Manmadhudu 2
80238106;TV Show;Team Kaylie;;Bryana Salaz, Alison Fernandez, Symera Jackson, Elie Samouhi, Kai Calhoun, Eliza Pryor, Rosa Blasi, Nicole Sullivan, David Gridley;;2019-09-23;2019;TV-PG;1 Season;Kids' TV, TV Comedies;After a brush with the law, teen celebrity Kaylie Konrad swaps social stardom for court-ordered chaos as a middle school wilderness club leader.;/title/tt9717424/;4.3;128; Team Kaylie
80208906;Movie;Under the Eiffel Tower;Archie Borders;Matt Walsh, Judith Godreche, Reid Scott, Michaela Watkins, David Wain, Gary Cole;United States;2019-09-23;2018;TV-MA;87 min;Comedies, Independent Movies, Romantic Movies;An American man in the midst of a mid-life crisis travels to the French countryside to find a new lease on life.;/title/tt6251390/;5.0;509; Under the Eiffel Tower
80097321;Movie;Audrie & Daisy;Bonni Cohen, Jon Shenk;;United States;2016-09-23;2016;TV-14;99 min;Documentaries;In this wrenching documentary, two teens are sexually assaulted by boys they considered friends, humiliated online and harassed by their communities.;/title/tt5278460/;7.2;4892; Audrie & Daisy
80106966;Movie;Iliza Shlesinger: Confirmed Kills;Bobcat Goldthwait;Iliza Shlesinger;United States;2016-09-23;2016;TV-MA;78 min;Stand-Up Comedy;"The stand-up sensation tackles TV's Shark Tank""";/title/tt6081882/;6.6;2189; Iliza Shlesinger: Confirmed Kills
81004814;TV Show;BONDING;;Zoe Levin, Brendan Scannell, Micah Stock, Theo Stockman, Alex Hurt, D'Arcy Carden, Gabrielle Ryan, Charles Gould;United States;2019-09-22;2019;TV-MA;1 Season;TV Comedies, TV Dramas;A New York City grad student moonlighting as a dominatrix enlists her gay BFF from high school to be her assistant.;/title/tt7718088/;7.2;9005; Bonding
80211380;Movie;In Darkness;Anthony Byrne;Natalie Dormer, Ed Skrein, Emily Ratajkowski, Neil Maskell, Jan Bijvoet, James Cosmo, Joely Richardson;United Kingdom, United States;2018-09-22;2018;TV-MA;101 min;Independent Movies, International Movies, Thrillers;A blind pianist fears for her life after the suspicious death of her neighbor, the daughter of a businessman accused of war crimes.;/title/tt5164184/;5.8;10826; In Darkness
80196586;Movie;Gaga: Five Foot Two;Chris Moukarbel;Lady Gaga;United States;2017-09-22;2017;TV-MA;101 min;Documentaries, Music & Musicals;Follow pop provocateur Lady Gaga as she releases a new album, preps for her Super Bowl halftime show, and confronts physical and emotional struggles.;/title/tt7291268/;7.0;10448; Gaga: Five Foot Two
80099204;Movie;The Bad Batch;Ana Lily Amirpour;Suki Waterhouse, Jason Momoa, Keanu Reeves, Jim Carrey, Giovanni Ribisi, Yolonda Ross;United States;2017-09-22;2016;R;119 min;Dramas, Independent Movies, Thrillers;Banished to a wasteland of undesirables, a young woman struggles to find her feet among a drug-soaked desert society and an enclave of cannibals.;/title/tt4334266/;5.3;23029; The Bad Batch
80059432;Movie;SMOSH: The Movie;Alex Winter;Ian Hecox, Anthony Padilla, Jenna Marbles, Grace Helbig, Harley Morenstein, Jillian Nelson, Brittany Ross, Michael Ian Black, Steve Austin;United States;2015-09-22;2015;PG-13;83 min;Comedies;To keep his teen crush from spotting him in an embarrassing YouTube video, Anthony and his friend Ian must enter the virtual world and alter the clip.;/title/tt4184878/;3.3;5785; Smosh: The Movie
81172721;Movie;King of Boys;Kemi Adetiba;Sola Sobowale, Adesua Etomi, Remilekun Safaru, iLLBLISS, Toni Tones, Paul Sambo, Jide Kosoko, Sharon Ooja;Nigeria;2019-09-21;2018;TV-MA;182 min;Dramas, International Movies;When a powerful businesswoman’s political ambitions are threatened by her underworld connections, the ensuing power struggle could cost her everything.;/title/tt8329618/;5.5;221; King of Boys
81172727;Movie;Merry Men: The Real Yoruba Demons;Toka McBaror;Ramsey Nouah, Jim Iyke, Ayo Makun, Falz, Richard Mofe-Damijo, Iretiola Doyle, Damilola Adegbite, Rosaline Meurer, Jide Kosoko, Ali Nuhu, Segun Arinze, Francis Duru;Nigeria;2019-09-21;2018;TV-MA;106 min;Comedies, International Movies;Four of the richest bachelors in Abuja, Nigeria enjoy a life of fast cars, palatial homes and female attention while concealing their true activities.;/title/tt9837502/;5.9;77; Merry Men: The Real Yoruba Demons
81172728;Movie;The Wedding Party 2: Destination Dubai;Niyi Akinmolayan;Enyinna Nwigwe, Daniella Down, Banky Wellington, Adesua Etomi, Somkele Iyamah, Iretiola Doyle, Sola Sobowale, Michael De Pinna, Lynita Crofford, Patience Ozokwor;Nigeria;2019-09-21;2017;TV-14;98 min;Comedies, International Movies, Romantic Movies;"In this sequel to the 2016 hit The Wedding Party""";/title/tt7827944/;4.5;181; The Wedding Party 2: Destination Dubai
80195173;TV Show;Battlefish;;;;2018-09-21;2018;TV-MA;1 Season;Reality TV, Science & Nature TV, TV Action & Adventure;Over the course of a fishing season, tough men and women pursue lucrative albacore tuna in the competitive waters off the Oregon coast.;/title/tt8893566/;7.2;253; Battlefish
80115346;TV Show;Hilda;;Bella Ramsey, Ameerah Falzon-Ojo, Oliver Nelson, Daisy Haggard, Rasmus Hardiker;United Kingdom, Canada, United States;2018-09-21;2018;TV-Y7;1 Season;Kids' TV;Fearless, free-spirited Hilda finds new friends, adventure and magical creatures when she leaves her enchanted forest home and journeys to the city.;/title/tt6385540/;8.6;4469; Hilda
80124522;TV Show;Maniac;;Emma Stone, Jonah Hill, Justin Theroux, Sally Field, Gabriel Byrne, Sonoya Mizuno, Julia Garner, Billy Magnussen, Jemima Kirke;United States;2018-09-21;2018;TV-MA;1 Season;TV Comedies, TV Dramas, TV Mysteries;Two struggling strangers connect during a mind-bending pharmaceutical trial involving a doctor with mother issues and an emotionally complex computer.;/title/tt5580146/;7.8;56647; Maniac
80124522;TV Show;Maniac;;Emma Stone, Jonah Hill, Justin Theroux, Sally Field, Gabriel Byrne, Sonoya Mizuno, Julia Garner, Billy Magnussen, Jemima Kirke;United States;2018-09-21;2018;TV-MA;1 Season;TV Comedies, TV Dramas, TV Mysteries;Two struggling strangers connect during a mind-bending pharmaceutical trial involving a doctor with mother issues and an emotionally complex computer.;/title/tt5580146/;7.8;56647; Maniac
80157073;TV Show;The Good Cop;;Tony Danza, Josh Groban, Monica Barbaro, Isiah Whitlock Jr.;United States;2018-09-21;2018;TV-PG;1 Season;Crime TV Shows, TV Comedies, TV Dramas;When he's not solving murders, a pathologically honest detective tries to keep an eye on his crooked but kindhearted dad.;/title/tt7183074/;7.0;431; The Good Cop
80243600;Movie;Between Two Ferns: The Movie;Scott Aukerman;Zach Galifianakis, Lauren Lapkus, Ryan Gaul, Jiavani Linayao, Will Ferrell;United States;2019-09-20;2019;TV-MA;83 min;Comedies;Armed with awkward questions and zero self-awareness, Zach Galifianakis hits the road to find famous interview subjects for his no-budget talk show.;/title/tt9398640/;6.1;2124; Between Two Ferns: The Movie
81020513;TV Show;Criminal: France;;Margot Bancilhon, Laurent Lucas, Stéphane Jobert, Anne Azoulay, Mhamed Arezki, Sara Giraudeau, Nathalie Baye, Jérémie Renier;;2019-09-20;2019;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Dramas;Secrets emerge and entire cases unravel inside a police interview room in Paris, where suspects and investigators face off in an intricate dance.;/title/tt10986052/;7.2;1848; Criminal: France
81020518;TV Show;Criminal: Germany;;Eva Meckbach, Sylvester Groth, Florence Kasumba, Peter Kurth, Christian Berkel, Nina Hoss, Christian Kuchenbuch, Jonathan Berlin, Deniz Arora;;2019-09-20;2019;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Dramas;In the interview room, detectives go head-to-head with suspects and try to get to the truth – even if it means breaking the rules and risking it all.;/title/tt10986056/;7.7;2448; Criminal: Germany
